1.211948394775390625e-01,1.814379692077636719e-01,1.279156507413509019e+02,3.842014720000000239e+02
3.114883899688720703e-01,3.815937042236328125e-01,1.278987808896210794e+02,3.842014770000000112e+02
4.613747596740722656e-01,5.316021442413330078e-01,1.279578253706754367e+02,3.842014770000000112e+02
6.114826202392578125e-01,6.314661502838134766e-01,1.279409555189456285e+02,3.842014770000000112e+02
6.715579032897949219e-01,7.318947315216064453e-01,1.279156507413509019e+02,3.842014760000000138e+02
7.919495105743408203e-01,8.321857452392578125e-01,1.279746952224052734e+02,3.842014760000000138e+02
8.722081184387207031e-01,9.324939250946044922e-01,1.279831301482701917e+02,3.842014760000000138e+02
9.824430942535400391e-01,1.032497644424438477e+00,1.279746952224052734e+02,3.842014760000000138e+02
1.072663784027099609e+00,1.132654905319213867e+00,1.279662602965403551e+02,3.842014760000000138e+02
1.182627201080322266e+00,1.232683658599853516e+00,1.280084349258648899e+02,3.842014730000000213e+02
1.292708873748779297e+00,1.332663297653198242e+00,1.280253047775947266e+02,3.842014730000000213e+02
1.392484188079833984e+00,1.432536840438842773e+00,1.280084349258648899e+02,3.842014720000000239e+02
1.472443103790283203e+00,1.532754421234130859e+00,1.280421746293245349e+02,3.842014710000000264e+02
1.602530002593994141e+00,1.632756710052490234e+00,1.280506095551894532e+02,3.842014689999999746e+02
1.692713022232055664e+00,1.732740163803100586e+00,1.280168698517298083e+02,3.842014689999999746e+02
1.782527923583984375e+00,1.832755565643310547e+00,1.280674794069192615e+02,3.842014669999999796e+02
1.872776269912719727e+00,1.932720899581909180e+00,1.280843492586490981e+02,3.842015089999999873e+02
1.982685327529907227e+00,2.032748460769653320e+00,1.280674794069192615e+02,3.842015089999999873e+02
2.072562932968139648e+00,2.132738351821899414e+00,1.281012191103789064e+02,3.842015079999999898e+02
2.182791948318481445e+00,2.232630014419555664e+00,1.281012191103789064e+02,3.842015059999999949e+02
2.272781848907470703e+00,2.333064079284667969e+00,1.281180889621087431e+02,3.842015039999999999e+02
2.393071174621582031e+00,2.433342456817626953e+00,1.281012191103789064e+02,3.842015020000000050e+02
2.473378419876098633e+00,2.533345937728881836e+00,1.280927841845140165e+02,3.842015000000000100e+02
2.573111534118652344e+00,2.633517265319824219e+00,1.281180889621087431e+02,3.842014990000000125e+02
2.673660755157470703e+00,2.733876705169677734e+00,1.281433937397034697e+02,3.842014970000000176e+02
2.773918390274047852e+00,2.829317808151245117e+00,1.281602635914332780e+02,3.842014950000000226e+02
2.879467248916625977e+00,2.929586410522460938e+00,1.281771334431630862e+02,3.842014940000000252e+02
2.989385604858398438e+00,3.039319753646850586e+00,1.282277429983525394e+02,3.842014919999999734e+02
3.089584827423095703e+00,3.129673957824707031e+00,1.281518286655683596e+02,3.842014909999999759e+02
3.199741125106811523e+00,3.229743957519531250e+00,1.281940032948928945e+02,3.842014899999999784e+02
3.279790639877319336e+00,3.329970121383666992e+00,1.281940032948928945e+02,3.842014879999999835e+02
3.389963388442993164e+00,3.429986476898193359e+00,1.281855683690280046e+02,3.842014869999999860e+02
3.490003585815429688e+00,3.529955863952636719e+00,1.282361779242174578e+02,3.842014859999999885e+02
3.579996347427368164e+00,3.629907846450805664e+00,1.282193080724876495e+02,3.842014849999999910e+02
3.689762353897094727e+00,3.730032682418823242e+00,1.282614827018121844e+02,3.842014839999999936e+02
3.790339469909667969e+00,3.830729246139526367e+00,1.282783525535419926e+02,3.842014829999999961e+02
3.870609998703002930e+00,3.930654287338256836e+00,1.282614827018121844e+02,3.842014819999999986e+02
3.980846405029296875e+00,4.030835628509521484e+00,1.282783525535419926e+02,3.842014800000000037e+02
4.090844154357910156e+00,4.130609750747680664e+00,1.282699176276771027e+02,3.842014810000000011e+02
4.180608987808227539e+00,4.230609893798828125e+00,1.282867874794069110e+02,3.842014790000000062e+02
4.280716896057128906e+00,4.330609083175659180e+00,1.283036573311367192e+02,3.842014790000000062e+02
4.370644330978393555e+00,4.430641412734985352e+00,1.283036573311367192e+02,3.842014770000000112e+02
4.480608940124511719e+00,4.530608654022216797e+00,1.283458319604612825e+02,3.842014740000000188e+02
4.600608587265014648e+00,4.630609273910522461e+00,1.283542668863262008e+02,3.842014720000000239e+02
4.670609235763549805e+00,4.730829954147338867e+00,1.283458319604612825e+02,3.842014720000000239e+02
4.790609598159790039e+00,4.831075906753540039e+00,1.283627018121911192e+02,3.842014689999999746e+02
4.881128549575805664e+00,4.931077957153320312e+00,1.283880065897858458e+02,3.842014669999999796e+02
4.981132507324218750e+00,5.031725883483886719e+00,1.283795716639209274e+02,3.842014659999999822e+02
5.071494340896606445e+00,5.131715059280395508e+00,1.283964415156507357e+02,3.842014629999999897e+02
5.191783428192138672e+00,5.232041358947753906e+00,1.283964415156507357e+02,3.842014619999999923e+02
5.271920680999755859e+00,5.281976699829101562e+00,1.284048764415156541e+02,3.842014609999999948e+02
5.322052240371704102e+00,5.382028341293334961e+00,1.283880065897858458e+02,3.842014589999999998e+02
5.451963186264038086e+00,5.482075929641723633e+00,1.283964415156507357e+02,3.842014570000000049e+02
5.522038698196411133e+00,5.582000732421875000e+00,1.284386161449752990e+02,3.842014570000000049e+02
5.621844768524169922e+00,5.681814670562744141e+00,1.284470510708401889e+02,3.842014540000000125e+02
5.742081403732299805e+00,5.782066822052001953e+00,1.284554859967051073e+02,3.842014540000000125e+02
5.821985006332397461e+00,5.881823062896728516e+00,1.284217462932454623e+02,3.842014530000000150e+02
5.931950569152832031e+00,5.981812477111816406e+00,1.284976606260296421e+02,3.842014510000000200e+02
6.021997928619384766e+00,6.082331180572509766e+00,1.284639209225700256e+02,3.842014500000000226e+02
6.142264366149902344e+00,6.182112216949462891e+00,1.284723558484349155e+02,3.842014490000000251e+02
6.242380619049072266e+00,6.282443284988403320e+00,1.284892257001647522e+02,3.842014480000000276e+02
6.322591781616210938e+00,6.332631349563598633e+00,1.285060955518945605e+02,3.842014459999999758e+02
6.382714748382568359e+00,6.432639122009277344e+00,1.285314003294892871e+02,3.842014439999999809e+02
6.492712020874023438e+00,6.532935857772827148e+00,1.285398352553542054e+02,3.842014429999999834e+02
6.592721700668334961e+00,6.632735490798950195e+00,1.285398352553542054e+02,3.842014409999999884e+02
6.672719955444335938e+00,6.733119487762451172e+00,1.285398352553542054e+02,3.842014399999999910e+02
6.793116092681884766e+00,6.833064794540405273e+00,1.285820098846787403e+02,3.842014389999999935e+02
6.883001089096069336e+00,6.933273315429687500e+00,1.285482701812190953e+02,3.842014360000000011e+02
6.993285179138183594e+00,7.033245563507080078e+00,1.285904448105436586e+02,3.842014340000000061e+02
7.093316078186035156e+00,7.133393287658691406e+00,1.285820098846787403e+02,3.842014320000000112e+02
7.183254003524780273e+00,7.233396053314208984e+00,1.285820098846787687e+02,3.842014300000000162e+02
7.303292751312255859e+00,7.333240747451782227e+00,1.286326194398681935e+02,3.842014280000000213e+02
7.373209714889526367e+00,7.433400392532348633e+00,1.286073146622734669e+02,3.842014260000000263e+02
7.473206996917724609e+00,7.533364772796630859e+00,1.286579242174629201e+02,3.842014229999999770e+02
7.593568325042724609e+00,7.633522510528564453e+00,1.286410543657331118e+02,3.842014209999999821e+02
7.693529605865478516e+00,7.733563899993896484e+00,1.286410543657331118e+02,3.842014189999999871e+02
7.773567676544189453e+00,7.833447456359863281e+00,1.286832289950576751e+02,3.842014149999999972e+02
7.883301973342895508e+00,7.933381080627441406e+00,1.286410543657331118e+02,3.842014130000000023e+02
7.983301401138305664e+00,8.033451557159423828e+00,1.286747940691927283e+02,3.842014120000000048e+02
8.083458185195922852e+00,8.133310317993164062e+00,1.286832289950576751e+02,3.842014100000000099e+02
8.203500270843505859e+00,8.233305931091308594e+00,1.287169686985172916e+02,3.842014060000000200e+02
8.273517608642578125e+00,8.283551692962646484e+00,1.287085337726524017e+02,3.842014060000000200e+02
8.323573350906372070e+00,8.383871316909790039e+00,1.287422734761120182e+02,3.842014060000000200e+02
8.433876752853393555e+00,8.484148263931274414e+00,1.287085337726524017e+02,3.842014019999999732e+02
8.534152030944824219e+00,8.584406614303588867e+00,1.287422734761120182e+02,3.842014030000000275e+02
8.624574661254882812e+00,8.684689998626708984e+00,1.287591433278418549e+02,3.842014030000000275e+02
8.724682331085205078e+00,8.784707784652709961e+00,1.287591433278418549e+02,3.842014019999999732e+02
8.844919681549072266e+00,8.884869575500488281e+00,1.287760131795716632e+02,3.842013999999999783e+02
8.934921741485595703e+00,8.984866857528686523e+00,1.287928830313014714e+02,3.842013989999999808e+02
9.044952869415283203e+00,9.085296154022216797e+00,1.287844481054365815e+02,3.842013979999999833e+02
9.135440587997436523e+00,9.185375213623046875e+00,1.287928830313014714e+02,3.842013979999999833e+02
9.245428800582885742e+00,9.285408735275268555e+00,1.288097528830313081e+02,3.842013939999999934e+02
9.325300693511962891e+00,9.385393857955932617e+00,1.288097528830313081e+02,3.842013919999999985e+02
9.425300598144531250e+00,9.485408067703247070e+00,1.288350576606260347e+02,3.842013910000000010e+02
9.535454511642456055e+00,9.585447549819946289e+00,1.288519275123558714e+02,3.842013900000000035e+02
9.635445594787597656e+00,9.685618877410888672e+00,1.288603624382207613e+02,3.842013870000000111e+02
9.755878686904907227e+00,9.785625457763671875e+00,1.288603624382207613e+02,3.842013850000000161e+02
9.855884075164794922e+00,9.885619163513183594e+00,1.288772322899505696e+02,3.842013820000000237e+02
9.925637483596801758e+00,9.985614538192749023e+00,1.289194069192751044e+02,3.842013799999999719e+02
1.004593205451965332e+01,1.008607244491577148e+01,1.288772322899505696e+02,3.842013779999999770e+02
