1.213357448577880859e-01,1.814708709716796875e-01,1.278734761120263528e+02,3.842015030000000024e+02
3.212759494781494141e-01,3.814933300018310547e-01,1.278903459637561753e+02,3.842015160000000265e+02
4.512674808502197266e-01,4.815075397491455078e-01,1.279240856672158202e+02,3.842015170000000239e+02
5.415072441101074219e-01,5.813879966735839844e-01,1.279156507413509019e+02,3.842015170000000239e+02
6.315009593963623047e-01,6.815199851989746094e-01,1.279578253706754367e+02,3.842015170000000239e+02
7.317628860473632812e-01,7.817153930664062500e-01,1.279578253706754367e+02,3.842015170000000239e+02
8.215236663818359375e-01,8.817529678344726562e-01,1.279578253706754651e+02,3.842015160000000265e+02
9.417665004730224609e-01,9.817268848419189453e-01,1.279662602965403551e+02,3.842015149999999721e+02
1.031660795211791992e+00,1.081580400466918945e+00,1.279746952224052734e+02,3.842015139999999747e+02
1.141777992248535156e+00,1.181683301925659180e+00,1.280168698517298083e+02,3.842015139999999747e+02
1.221598863601684570e+00,1.231756687164306641e+00,1.279746952224052734e+02,3.842015129999999772e+02
1.291811466217041016e+00,1.332025051116943359e+00,1.279915650741350959e+02,3.842015109999999822e+02
1.391959190368652344e+00,1.431881427764892578e+00,1.280168698517298367e+02,3.842015099999999848e+02
1.471831560134887695e+00,1.532038927078247070e+00,1.280168698517298083e+02,3.842015089999999873e+02
1.612065315246582031e+00,1.631931781768798828e+00,1.280590444810543431e+02,3.842015069999999923e+02
1.682074069976806641e+00,1.732372522354125977e+00,1.280337397034596165e+02,3.842015059999999949e+02
1.772309780120849609e+00,1.832368850708007812e+00,1.280590444810543431e+02,3.842015049999999974e+02
1.882399797439575195e+00,1.933126926422119141e+00,1.280674794069192615e+02,3.842015030000000024e+02
1.973108768463134766e+00,2.033120632171630859e+00,1.281012191103789064e+02,3.842015030000000024e+02
2.092889070510864258e+00,2.133141517639160156e+00,1.281265238879736330e+02,3.842015010000000075e+02
2.173269271850585938e+00,2.233270168304443359e+00,1.281096540362438247e+02,3.842014980000000151e+02
2.283308744430541992e+00,2.333163976669311523e+00,1.281265238879736330e+02,3.842014980000000151e+02
2.403191328048706055e+00,2.433549642562866211e+00,1.281180889621087431e+02,3.842014970000000176e+02
2.483318805694580078e+00,2.533420801162719727e+00,1.281180889621087147e+02,3.842014960000000201e+02
2.583319187164306641e+00,2.633545875549316406e+00,1.281349588138385514e+02,3.842014940000000252e+02
2.693502426147460938e+00,2.733547449111938477e+00,1.281518286655683596e+02,3.842014930000000277e+02
2.773565530776977539e+00,2.833551406860351562e+00,1.281602635914332780e+02,3.842014919999999734e+02
