"Piezo Voltage (V)";"Fine In 1 (V)";"Fine In 2 (V)";
61.547573;0.319297;0.515792;
61.550541;0.319026;0.515485;
61.553509;0.318938;0.515759;
61.556461;0.319112;0.516364;
61.559422;0.319234;0.516488;
61.562397;0.319560;0.516249;
61.565357;0.319769;0.516138;
61.568325;0.319761;0.516396;
61.571285;0.319479;0.516626;
61.574245;0.319421;0.516529;
61.577213;0.319900;0.516345;
61.580173;0.320391;0.516224;
61.583134;0.320325;0.516532;
61.586102;0.319983;0.516412;
61.589069;0.319299;0.515756;
61.592037;0.319466;0.515286;
61.594990;0.320129;0.515424;
61.597958;0.320553;0.515648;
61.600925;0.319926;0.515106;
61.603878;0.319032;0.514284;
61.606846;0.318614;0.513715;
61.609798;0.319306;0.514003;
61.612774;0.319740;0.513914;
61.615734;0.319242;0.513247;
61.618702;0.318373;0.512372;
61.621662;0.317781;0.512212;
61.624630;0.318116;0.512306;
61.627598;0.318449;0.511978;
61.630543;0.318038;0.511179;
61.633518;0.317438;0.510969;
61.636486;0.317031;0.510896;
61.639439;0.317175;0.510601;
61.642406;0.317217;0.510190;
61.645374;0.316972;0.510210;
61.648342;0.316561;0.510364;
61.651287;0.316617;0.510060;
61.654263;0.316575;0.509703;
61.657230;0.316686;0.510011;
61.660191;0.316538;0.510496;
61.663151;0.316728;0.510416;
61.666119;0.316642;0.510003;
61.669079;0.316618;0.510481;
61.672031;0.316812;0.510972;
61.675014;0.317128;0.510962;
61.677967;0.317217;0.510558;
61.680935;0.316861;0.510965;
61.683903;0.317139;0.511340;
61.686855;0.317707;0.511127;
61.689823;0.317890;0.510948;
61.692783;0.317371;0.511148;
61.695759;0.317050;0.510989;
61.698719;0.317880;0.510644;
61.701679;0.318131;0.510716;
61.704647;0.317521;0.510714;
61.707607;0.316681;0.509975;
61.710575;0.317480;0.509565;
61.713535;0.318050;0.509852;
61.716496;0.317246;0.509505;
61.719463;0.316320;0.508366;
61.722431;0.316535;0.507991;
61.725384;0.317300;0.508396;
61.728352;0.316565;0.507702;
61.731319;0.315581;0.506608;
61.734287;0.315898;0.506680;
61.737240;0.316361;0.506783;
61.740208;0.315676;0.505819;
61.743160;0.314931;0.505241;
61.746136;0.315166;0.505415;
61.749096;0.315106;0.505034;
61.752064;0.314788;0.504282;
61.755024;0.314309;0.504261;
61.757992;0.314412;0.504207;
61.760952;0.314309;0.503841;
61.763905;0.313985;0.503782;
61.766880;0.314116;0.504046;
61.769848;0.313928;0.503625;
61.772800;0.313836;0.503417;
61.775768;0.314010;0.504033;
61.778736;0.314251;0.504184;
61.781704;0.313910;0.503672;
61.784649;0.314009;0.503982;
61.787624;0.314491;0.504501;
61.790592;0.314639;0.504293;
61.793545;0.314159;0.503929;
61.796513;0.314156;0.504405;
61.799480;0.315004;0.504615;
61.802441;0.315001;0.504109;
61.805393;0.314334;0.503862;
61.808369;0.314404;0.504194;
61.811329;0.315202;0.503954;
61.814297;0.315257;0.503459;
61.817265;0.314377;0.503360;
61.820217;0.314074;0.502826;
61.823185;0.314841;0.502345;
61.826145;0.315002;0.502039;
61.829121;0.314012;0.501969;
61.832073;0.313454;0.501025;
61.835041;0.314028;0.500435;
61.838009;0.314167;0.500573;
61.840969;0.313489;0.500226;
61.843929;0.312522;0.499046;
61.846897;0.312926;0.498722;
61.849857;0.313040;0.498822;
61.852825;0.312415;0.498233;
61.855785;0.311739;0.497146;
61.858746;0.311752;0.496960;
61.861713;0.311818;0.497158;
61.864681;0.311446;0.496691;
61.867634;0.311041;0.495861;
61.870602;0.311109;0.495908;
61.873569;0.310928;0.496050;
61.876537;0.310681;0.495669;
61.879490;0.310708;0.495344;
61.882458;0.310905;0.495646;
61.885426;0.310757;0.495764;
61.888386;0.310493;0.495452;
61.891354;0.310715;0.495444;
61.894314;0.311274;0.495997;
61.897266;0.311183;0.496042;
61.900242;0.310671;0.495549;
61.903202;0.310726;0.495320;
61.906162;0.311369;0.495851;
61.909130;0.311832;0.496020;
61.912098;0.311305;0.495491;
61.915066;0.310696;0.494686;
61.918011;0.310906;0.494926;
61.920986;0.311842;0.495118;
61.923954;0.311884;0.494624;
61.926907;0.311287;0.493849;
61.929874;0.310435;0.493356;
61.932842;0.310435;0.493281;
61.935802;0.311082;0.492937;
61.938755;0.311152;0.492163;
61.941730;0.310644;0.491517;
61.944691;0.309889;0.491269;
61.947659;0.309268;0.490711;
61.950619;0.309409;0.489935;
61.953579;0.309665;0.489293;
61.956547;0.309608;0.489170;
61.959492;0.308952;0.488802;
61.962482;0.308195;0.488076;
61.965435;0.307864;0.487154;
61.968403;0.307834;0.486548;
61.971371;0.307978;0.486767;
61.974331;0.307697;0.486674;
61.977291;0.307260;0.486185;
61.980244;0.306938;0.485419;
61.983219;0.306766;0.485111;
61.986179;0.306811;0.485213;
61.989147;0.306807;0.485469;
61.992107;0.306798;0.485207;
61.995075;0.306590;0.484789;
61.998043;0.306742;0.484788;
62.000996;0.306824;0.484967;
62.003963;0.306914;0.485208;
62.006931;0.306611;0.484945;
62.009884;0.306678;0.484615;
62.012852;0.306983;0.484517;
62.015820;0.307370;0.484712;
62.018787;0.307594;0.484852;
62.021748;0.307208;0.484339;
62.024708;0.306637;0.483600;
62.027676;0.306416;0.483022;
62.030628;0.306608;0.483073;
62.033596;0.307216;0.483164;
62.036564;0.307437;0.482802;
62.039524;0.307014;0.481920;
62.042492;0.306305;0.480972;
62.045460;0.305570;0.480391;
62.048412;0.305140;0.480051;
62.051373;0.305514;0.479861;
62.054348;0.305822;0.479075;
62.057316;0.305624;0.478262;
62.060268;0.304985;0.477443;
62.063236;0.304274;0.477054;
62.066204;0.303594;0.476621;
62.069164;0.303609;0.476018;
62.072102;0.303699;0.475304;
62.075092;0.303708;0.474662;
62.078053;0.303471;0.474558;
62.081020;0.302818;0.474368;
62.083981;0.302023;0.473650;
62.086941;0.301896;0.472993;
62.089909;0.301809;0.472544;
62.092854;0.302202;0.472625;
62.095829;0.302144;0.472859;
62.098797;0.301810;0.472537;
62.101765;0.301346;0.472064;
62.104733;0.301223;0.471625;
62.107685;0.301304;0.471658;
62.110653;0.301725;0.471887;
62.113605;0.301871;0.471811;
62.116581;0.301804;0.471365;
62.119541;0.301807;0.471009;
62.122509;0.301961;0.470984;
62.125469;0.301729;0.470837;
62.128437;0.301526;0.470262;
62.131405;0.301497;0.469753;
62.134357;0.301575;0.469395;
62.137325;0.301847;0.469278;
62.140293;0.301718;0.468819;
62.143246;0.301011;0.467664;
62.146214;0.300559;0.466889;
62.149181;0.300450;0.466640;
62.152149;0.300727;0.466488;
62.155109;0.300764;0.465757;
62.158070;0.300052;0.464452;
62.161037;0.299118;0.463652;
62.163990;0.298959;0.463416;
62.166958;0.299083;0.463063;
62.169926;0.299149;0.461966;
62.172886;0.298331;0.460897;
62.175854;0.297572;0.460534;
62.178822;0.297145;0.460305;
62.181774;0.297529;0.459520;
62.184742;0.297594;0.458689;
62.187710;0.296932;0.458304;
62.190662;0.295996;0.458067;
62.193630;0.295687;0.457348;
62.196598;0.296106;0.456674;
62.199566;0.296360;0.456634;
62.202518;0.295777;0.456754;
62.205479;0.295082;0.456094;
62.208454;0.295067;0.455403;
62.211414;0.295626;0.455509;
62.214382;0.295827;0.455960;
62.217342;0.295269;0.455416;
62.220303;0.295082;0.454724;
62.223270;0.295254;0.454740;
62.226208;0.295465;0.455001;
62.229191;0.295432;0.454521;
62.232159;0.295242;0.453842;
62.235126;0.295081;0.453665;
62.238094;0.294973;0.453451;
62.241047;0.295005;0.452820;
62.244015;0.295071;0.452192;
62.246960;0.294719;0.451878;
62.249935;0.294277;0.451105;
62.252903;0.293927;0.450276;
62.255871;0.294209;0.449928;
62.258831;0.293924;0.449363;
62.261799;0.292993;0.448092;
62.264759;0.292665;0.447315;
62.267712;0.293053;0.447253;
62.270687;0.292717;0.446317;
62.273647;0.291606;0.444910;
62.276608;0.291264;0.444436;
62.279575;0.291704;0.444213;
62.282543;0.291307;0.443100;
62.285511;0.290183;0.441781;
62.288464;0.289848;0.441731;
62.291431;0.290274;0.441129;
62.294399;0.289902;0.440100;
62.297359;0.288929;0.439542;
62.300320;0.288479;0.439340;
62.303288;0.289182;0.438632;
62.306248;0.288992;0.438111;
62.309216;0.288065;0.437943;
62.312176;0.287884;0.437490;
62.315136;0.288396;0.436747;
62.318096;0.288492;0.436795;
62.321072;0.287954;0.436787;
62.324024;0.287762;0.435964;
62.326992;0.288117;0.435441;
62.329960;0.288355;0.435811;
62.332928;0.288003;0.435433;
62.335880;0.287614;0.434311;
62.338840;0.287909;0.434254;
62.341816;0.287946;0.434313;
62.344776;0.287929;0.433441;
62.347736;0.287514;0.432466;
62.350704;0.287243;0.432255;
62.353664;0.287188;0.431800;
62.356632;0.287231;0.430653;
62.359570;0.286843;0.430052;
62.362553;0.286194;0.429660;
62.365520;0.286055;0.428705;
62.368488;0.286187;0.427951;
62.371456;0.285794;0.427477;
62.374409;0.284670;0.426562;
62.377377;0.284587;0.425563;
62.380322;0.284831;0.425123;
62.383297;0.284232;0.424493;
62.386265;0.283142;0.423410;
62.389233;0.282763;0.422408;
62.392193;0.283525;0.422556;
62.395153;0.282877;0.421884;
62.398121;0.281626;0.420756;
62.401073;0.281516;0.420284;
62.404049;0.282115;0.420380;
62.407009;0.281807;0.419776;
62.409969;0.280673;0.418903;
62.412937;0.280538;0.418830;
62.415905;0.281124;0.418923;
62.418858;0.281298;0.418540;
62.421825;0.280476;0.417960;
62.424793;0.280182;0.417977;
62.427761;0.280443;0.417759;
62.430714;0.280749;0.417372;
62.433681;0.280693;0.417049;
62.436649;0.280320;0.417256;
62.439610;0.280270;0.416815;
62.442570;0.280155;0.416061;
62.445538;0.280378;0.415803;
62.448498;0.280397;0.416060;
62.451458;0.280318;0.415451;
62.454433;0.279777;0.414415;
62.457386;0.279473;0.413808;
62.460354;0.279458;0.413872;
62.463322;0.279648;0.413691;
62.466274;0.279402;0.412392;
62.469242;0.278690;0.411525;
62.472187;0.278148;0.411377;
62.475178;0.278029;0.411088;
62.478138;0.278171;0.410324;
62.481098;0.278094;0.409367;
62.484066;0.277255;0.408913;
62.487026;0.276629;0.408683;
62.489986;0.276142;0.407966;
62.492939;0.276398;0.407433;
62.495914;0.276322;0.406983;
62.498882;0.275811;0.406988;
62.501850;0.274964;0.406561;
62.504803;0.274396;0.405969;
62.507771;0.274440;0.405490;
62.510738;0.275061;0.405993;
62.513676;0.274930;0.406384;
62.516659;0.274218;0.406340;
62.519627;0.273370;0.406099;
62.522594;0.273227;0.406164;
62.525555;0.273916;0.407151;
62.528515;0.274330;0.408063;
62.531483;0.274242;0.408683;
62.534428;0.273651;0.409157;
62.537411;0.273210;0.409966;
62.540371;0.273199;0.411698;
62.543331;0.273527;0.413193;
62.546299;0.273781;0.414488;
62.549267;0.273795;0.415409;
62.552219;0.273609;0.415926;
62.555180;0.273246;0.415743;
62.558155;0.273049;0.414527;
62.561123;0.272766;0.412333;
62.564075;0.272593;0.409895;
62.567043;0.272364;0.407806;
62.570011;0.272234;0.406282;
62.572964;0.272002;0.404717;
62.575932;0.271766;0.402784;
62.578899;0.271352;0.400730;
62.581860;0.270844;0.399099;
62.584827;0.270328;0.398017;
62.587788;0.270182;0.397255;
62.590748;0.269929;0.396153;
62.593716;0.269722;0.394874;
62.596676;0.269312;0.393479;
62.599636;0.268833;0.392700;
62.602604;0.268235;0.392153;
62.605564;0.267864;0.391477;
62.608540;0.267577;0.390623;
62.611492;0.267784;0.389814;
62.614460;0.267797;0.389398;
62.617428;0.267528;0.389216;
62.620388;0.266832;0.388960;
62.623348;0.266159;0.388242;
62.626293;0.265879;0.387851;
62.629276;0.266523;0.387692;
62.632244;0.267219;0.388111;
62.635204;0.267276;0.388268;
62.638165;0.266902;0.388077;
62.641132;0.266300;0.387554;
62.644100;0.265824;0.387218;
62.647038;0.266330;0.387584;
62.650021;0.266869;0.388020;
62.652988;0.267224;0.388006;
62.655956;0.266858;0.387634;
62.658909;0.266195;0.387331;
62.661877;0.265832;0.387536;
62.664845;0.265987;0.387698;
62.667789;0.266209;0.387840;
62.670765;0.266305;0.387731;
62.673733;0.265778;0.387792;
62.676693;0.265269;0.388202;
62.679661;0.264848;0.388463;
62.682621;0.264728;0.388568;
62.685581;0.264569;0.388780;
62.688541;0.264474;0.389609;
62.691517;0.263940;0.390877;
62.694485;0.263476;0.391752;
62.697437;0.263102;0.392634;
62.700405;0.262716;0.393709;
62.703373;0.262407;0.395936;
62.706326;0.262260;0.398358;
62.709293;0.261975;0.400373;
62.712261;0.261717;0.401983;
62.715221;0.261272;0.403265;
62.718189;0.260658;0.403937;
62.721149;0.260418;0.402981;
62.724110;0.260627;0.400692;
62.727077;0.260722;0.397595;
62.730038;0.260544;0.394997;
62.732998;0.259587;0.391951;
62.735966;0.259427;0.388836;
62.738926;0.259852;0.386123;
62.741901;0.260503;0.384363;
62.744854;0.260119;0.382549;
62.747822;0.259224;0.380026;
62.750790;0.258999;0.377739;
62.753742;0.259697;0.376588;
62.756710;0.259982;0.375397;
62.759655;0.259298;0.373418;
62.762638;0.258336;0.371196;
62.765598;0.258748;0.370184;
62.768566;0.259175;0.369164;
62.771526;0.258726;0.367463;
62.774494;0.257722;0.365506;
62.777462;0.257325;0.364300;
62.780399;0.257866;0.363355;
62.783382;0.257390;0.361658;
62.786350;0.256540;0.360118;
62.789303;0.255938;0.359147;
62.792271;0.256054;0.357962;
62.795238;0.255953;0.356417;
62.798206;0.255316;0.355517;
62.801151;0.254879;0.354538;
62.804127;0.254442;0.353141;
62.807095;0.254189;0.351768;
62.810055;0.253939;0.351327;
62.813015;0.253694;0.350464;
62.815983;0.253216;0.349098;
62.818943;0.252622;0.348022;
62.821896;0.252892;0.348053;
62.824879;0.252900;0.347181;
62.827831;0.252484;0.346090;
62.830799;0.251766;0.345655;
62.833767;0.251908;0.345614;
62.836720;0.252539;0.344786;
62.839687;0.252211;0.344237;
62.842648;0.251608;0.344123;
62.845623;0.251757;0.343619;
62.848583;0.252602;0.342953;
62.851543;0.252411;0.342925;
62.854511;0.251542;0.342366;
62.857471;0.251731;0.341658;
62.860432;0.252661;0.341385;
62.863400;0.252451;0.341412;
62.866360;0.251437;0.340320;
62.869328;0.251789;0.339516;
62.872295;0.252357;0.339622;
62.875248;0.251960;0.339216;
62.878216;0.250981;0.337914;
62.881184;0.251276;0.337353;
62.884151;0.251690;0.337491;
62.887104;0.250904;0.336504;
62.890072;0.250304;0.335357;
62.893024;0.250452;0.335202;
62.896000;0.250682;0.335048;
62.898960;0.249958;0.333971;
62.901928;0.249503;0.333391;
62.904888;0.249618;0.333295;
62.907856;0.249529;0.332757;
62.910816;0.249099;0.331938;
62.913769;0.248841;0.331854;
62.916744;0.248678;0.331515;
62.919712;0.248440;0.330844;
62.922665;0.248504;0.330722;
62.925632;0.248559;0.330920;
62.928600;0.248026;0.330285;
62.931568;0.247884;0.329957;
62.934513;0.248279;0.330426;
62.937489;0.248850;0.330694;
62.940456;0.248091;0.330088;
62.943409;0.247770;0.330068;
62.946377;0.248526;0.330762;
62.949345;0.249326;0.330804;
62.952305;0.248872;0.330295;
62.955257;0.248229;0.330540;
62.958233;0.248763;0.330947;
62.961193;0.249645;0.330913;
62.964161;0.249525;0.330655;
62.967129;0.248787;0.330877;
62.970081;0.248827;0.331081;
62.973049;0.249608;0.330951;
62.976009;0.249714;0.331127;
62.978985;0.249201;0.331678;
62.981937;0.248578;0.331706;
62.984905;0.249136;0.331829;
62.987873;0.249467;0.332690;
62.990833;0.249030;0.333741;
62.993793;0.248383;0.334013;
62.996761;0.248283;0.333808;
62.999722;0.248836;0.334131;
63.002689;0.248665;0.334004;
63.005650;0.248077;0.332879;
63.008610;0.247793;0.331476;
63.011578;0.247902;0.330733;
63.014545;0.247968;0.330640;
63.017513;0.247840;0.330136;
63.020466;0.247384;0.329217;
63.023434;0.247472;0.328976;
63.026386;0.247375;0.329118;
63.029354;0.247529;0.329141;
63.032322;0.247635;0.328968;
63.035290;0.247780;0.328885;
63.038250;0.248043;0.329376;
63.041218;0.247978;0.329666;
63.044178;0.247651;0.329397;
63.047123;0.247817;0.329438;
63.050106;0.248477;0.329979;
63.053066;0.249154;0.330751;
63.056026;0.249246;0.330790;
63.058994;0.248635;0.330468;
63.061962;0.248431;0.330508;
63.064930;0.249150;0.331237;
63.067867;0.250021;0.331775;
63.070850;0.250384;0.331796;
63.073818;0.249934;0.331281;
63.076771;0.249398;0.331257;
63.079739;0.249261;0.331567;
63.082706;0.249895;0.331970;
63.085667;0.250426;0.331921;
63.088619;0.250555;0.331658;
63.091595;0.249992;0.331533;
63.094555;0.249553;0.331781;
63.097523;0.249397;0.331791;
63.100483;0.249782;0.331719;
63.103443;0.250159;0.331443;
63.106411;0.250382;0.331714;
63.109371;0.249988;0.332017;
63.112347;0.249503;0.332146;
63.115299;0.249187;0.331896;
63.118267;0.249396;0.331693;
63.121235;0.249879;0.331991;
63.124195;0.250122;0.332621;
63.127155;0.250235;0.333104;
63.130108;0.249906;0.333223;
63.133083;0.249691;0.333081;
63.136044;0.249718;0.333271;
63.139011;0.249994;0.333994;
63.141972;0.250404;0.334761;
63.144939;0.250634;0.335190;
63.147907;0.250828;0.335405;
