"Piezo Voltage (V)";"Fine In 1 (V)";"Fine In 2 (V)";
44.944427;0.285899;0.454772;
44.973293;0.284877;0.453518;
45.002125;0.285796;0.453558;
45.030964;0.286796;0.454550;
45.059792;0.286402;0.455412;
45.088661;0.284894;0.455613;
45.117462;0.283350;0.453776;
45.146328;0.283884;0.451931;
45.175129;0.285893;0.453059;
45.203999;0.286386;0.455146;
45.232826;0.284416;0.455103;
45.261665;0.282660;0.452214;
45.290497;0.283872;0.451343;
45.319363;0.286065;0.453698;
45.348164;0.285272;0.455032;
45.377033;0.283013;0.452983;
45.405872;0.282696;0.450752;
45.434711;0.285092;0.452519;
45.463539;0.285376;0.454571;
45.492409;0.283482;0.453211;
45.521210;0.282615;0.450507;
45.550076;0.284739;0.451831;
45.578876;0.284960;0.453953;
45.607746;0.283178;0.453016;
45.636574;0.282471;0.450246;
45.665413;0.284899;0.451633;
45.694244;0.284893;0.453561;
45.723110;0.282710;0.452350;
45.751911;0.282169;0.449813;
45.780781;0.284889;0.451523;
45.809608;0.284876;0.453390;
45.838459;0.282100;0.451516;
45.867287;0.281809;0.449401;
45.896145;0.284819;0.451557;
45.924957;0.284607;0.452863;
45.953815;0.281576;0.450777;
45.982624;0.281632;0.449080;
46.011494;0.284840;0.451443;
46.040321;0.284172;0.452310;
46.069160;0.281148;0.449939;
46.097992;0.281544;0.448901;
46.126850;0.284827;0.451365;
46.155659;0.283554;0.451670;
46.184528;0.280744;0.449363;
46.213356;0.281827;0.448886;
46.242195;0.284528;0.451223;
46.271027;0.282872;0.451037;
46.299873;0.280646;0.448882;
46.328705;0.282298;0.448861;
46.357552;0.283975;0.450787;
46.386372;0.282308;0.450447;
46.415230;0.280599;0.448298;
46.444069;0.282718;0.448814;
46.472908;0.283300;0.450465;
46.501740;0.281445;0.449821;
46.530586;0.280962;0.447807;
46.559406;0.283172;0.448912;
46.588257;0.282569;0.450309;
46.617104;0.280591;0.448894;
46.645935;0.281571;0.447319;
46.674774;0.283392;0.449128;
46.703621;0.281584;0.449830;
46.732441;0.280005;0.447538;
46.761292;0.282106;0.447137;
46.790119;0.283176;0.449336;
46.818970;0.280597;0.448991;
46.847816;0.279723;0.446388;
46.876637;0.282535;0.447471;
46.905487;0.282509;0.449445;
46.934334;0.279551;0.447705;
46.963154;0.279689;0.445571;
46.992004;0.282944;0.447974;
47.020851;0.281755;0.448998;
47.049671;0.278925;0.446242;
47.078522;0.280308;0.445396;
47.107349;0.282876;0.448301;
47.136189;0.280720;0.448070;
47.165039;0.278585;0.444990;
47.193859;0.280965;0.445890;
47.222706;0.282329;0.448274;
47.251564;0.279936;0.446871;
47.280384;0.278616;0.444227;
47.309235;0.281424;0.446409;
47.338081;0.281220;0.447646;
47.366901;0.279029;0.445210;
47.395752;0.279136;0.444074;
47.424599;0.281278;0.446692;
47.453419;0.280067;0.446691;
47.482269;0.278496;0.443814;
47.511089;0.280218;0.444632;
47.539936;0.281042;0.446857;
47.568787;0.278727;0.445166;
47.597607;0.278205;0.442922;
47.626453;0.280799;0.445196;
47.655304;0.280396;0.446321;
47.684124;0.278015;0.443766;
47.712982;0.278250;0.442514;
47.741829;0.280533;0.445455;
47.770649;0.279458;0.445446;
47.799500;0.277833;0.442378;
47.828346;0.278965;0.442712;
47.857166;0.279535;0.445148;
47.886017;0.278124;0.444019;
47.914837;0.278083;0.441706;
47.943684;0.279872;0.443359;
47.972534;0.278590;0.444471;
48.001354;0.276672;0.442298;
48.030201;0.278430;0.441573;
48.059052;0.280064;0.443679;
48.087872;0.278023;0.443498;
48.116718;0.276122;0.441046;
48.145569;0.278538;0.441976;
48.174397;0.279223;0.443389;
48.203247;0.277369;0.442075;
48.232094;0.277069;0.440735;
48.260914;0.278635;0.442545;
48.289764;0.277390;0.442376;
48.318584;0.276268;0.440146;
48.347431;0.278295;0.440986;
48.376282;0.279030;0.442933;
48.405102;0.276517;0.441480;
48.433949;0.275593;0.439006;
48.462799;0.278137;0.441059;
48.491619;0.278028;0.442330;
48.520466;0.276076;0.440026;
48.549316;0.276739;0.439166;
48.578136;0.278139;0.441257;
48.606983;0.276368;0.441045;
48.635815;0.275173;0.438676;
48.664661;0.277264;0.439708;
48.693512;0.277402;0.440869;
48.722332;0.275464;0.439434;
48.751179;0.275936;0.438536;
48.780029;0.277933;0.440497;
48.808849;0.276183;0.440184;
48.837696;0.274465;0.437426;
48.866547;0.276402;0.438440;
48.895367;0.277274;0.440688;
48.924213;0.275411;0.439372;
48.953064;0.275363;0.437318;
48.981884;0.277209;0.438843;
49.010731;0.275776;0.439307;
49.039551;0.273884;0.437345;
49.068401;0.275745;0.437863;
49.097248;0.277121;0.439586;
49.126080;0.275384;0.438281;
49.154938;0.274511;0.436106;
49.183777;0.276451;0.438292;
49.212597;0.275239;0.439166;
49.241444;0.273300;0.436783;
49.270294;0.275005;0.436511;
49.299114;0.276853;0.438412;
49.327961;0.275073;0.437858;
49.356812;0.274172;0.436060;
49.385651;0.275871;0.437730;
49.414478;0.274804;0.438134;
49.443310;0.272990;0.435769;
49.472149;0.274787;0.435699;
49.500996;0.276669;0.438202;
49.529816;0.274856;0.437652;
49.558693;0.273747;0.435398;
49.587524;0.275269;0.436432;
49.616352;0.274552;0.437202;
49.645191;0.272958;0.435520;
49.674049;0.274467;0.435465;
49.702862;0.276073;0.437411;
49.731709;0.273962;0.436457;
49.760559;0.272864;0.434230;
