"Piezo Voltage (V)";"Fine In 1 (V)";"Fine In 2 (V)";
63.220425;0.251172;0.474460;
63.224171;0.250531;0.474387;
63.227917;0.249996;0.474146;
63.231670;0.249766;0.473932;
63.235394;0.250352;0.474251;
63.239155;0.250781;0.475047;
63.242901;0.250857;0.475670;
63.246662;0.250365;0.475582;
63.250401;0.250193;0.475454;
63.254147;0.250295;0.475929;
63.257893;0.250618;0.476802;
63.261639;0.250876;0.477557;
63.265392;0.250808;0.477628;
63.269138;0.250721;0.477929;
63.272884;0.251045;0.478921;
63.276615;0.251196;0.479836;
63.280384;0.251358;0.480297;
63.284130;0.251562;0.481028;
63.287876;0.251881;0.482112;
63.291615;0.252398;0.483193;
63.295361;0.252367;0.483600;
63.299114;0.252526;0.484260;
63.302837;0.253111;0.485483;
63.306606;0.253785;0.486643;
63.310352;0.254167;0.487220;
63.314106;0.253793;0.487403;
63.317852;0.253770;0.488044;
63.321598;0.254641;0.489217;
63.325344;0.255320;0.489680;
63.329082;0.255088;0.489583;
63.332836;0.254555;0.489859;
63.336590;0.254607;0.490654;
63.340336;0.255551;0.490942;
63.344067;0.255774;0.490963;
63.347828;0.255245;0.491310;
63.351574;0.254603;0.491648;
63.355320;0.254899;0.491586;
63.359066;0.255690;0.491733;
63.362820;0.255392;0.492226;
63.366566;0.254780;0.492609;
63.370296;0.254573;0.492419;
63.374058;0.255330;0.492609;
63.377811;0.255522;0.493611;
63.381557;0.254945;0.493794;
63.385296;0.254734;0.493668;
63.389042;0.255347;0.494311;
63.392803;0.255710;0.495554;
63.396526;0.255414;0.495852;
63.400288;0.255580;0.496012;
63.404034;0.256047;0.497112;
63.407780;0.256507;0.498378;
63.411533;0.256427;0.498596;
63.415279;0.256826;0.499204;
63.419025;0.257159;0.500311;
63.422771;0.257365;0.500935;
63.426525;0.257603;0.501235;
63.430271;0.257977;0.501738;
63.434017;0.257934;0.502478;
63.437748;0.258104;0.502761;
63.441502;0.258519;0.502831;
63.445255;0.258895;0.503503;
63.449001;0.258312;0.503599;
63.452747;0.258159;0.503388;
63.456493;0.258857;0.503768;
63.460247;0.259112;0.504284;
63.463970;0.258113;0.503741;
63.467739;0.257782;0.503357;
63.471485;0.258875;0.504146;
63.475239;0.258675;0.504123;
63.478977;0.257738;0.503529;
63.482731;0.257139;0.503531;
63.486477;0.258484;0.504305;
63.490208;0.258314;0.504092;
63.493969;0.257368;0.503917;
63.497715;0.257328;0.504558;
63.501461;0.258300;0.505137;
63.505207;0.258359;0.505141;
63.508961;0.257830;0.505723;
63.512707;0.257940;0.506275;
63.516453;0.258628;0.506774;
63.520199;0.258923;0.507289;
63.523952;0.258752;0.508115;
63.527699;0.258884;0.508367;
63.531414;0.259439;0.508632;
63.535183;0.259682;0.509526;
63.538929;0.259840;0.510262;
63.542683;0.259877;0.509831;
63.546429;0.259918;0.509943;
63.550175;0.260163;0.510773;
63.553921;0.260240;0.510761;
63.557652;0.260323;0.510232;
63.561420;0.259965;0.510212;
63.565166;0.260061;0.510692;
63.568913;0.260099;0.510213;
63.572651;0.260055;0.509595;
63.576412;0.259547;0.509742;
63.580158;0.259376;0.509805;
63.583897;0.259707;0.509358;
63.587643;0.259553;0.508968;
63.591396;0.259043;0.509138;
63.595142;0.258350;0.508893;
63.598881;0.258967;0.508479;
63.602634;0.259323;0.508719;
63.606388;0.258860;0.509118;
63.610134;0.258039;0.508904;
63.613880;0.258049;0.508491;
63.617626;0.259208;0.509254;
63.621380;0.259303;0.509904;
63.625095;0.258598;0.509852;
