"Piezo Voltage (V)","Fine In 1 (V)","Fine In 2 (V)",
65.353195,0.395438,0.410385,
65.367004,0.394557,0.409809,
65.380859,0.394334,0.409454,
65.394691,0.394865,0.409911,
65.408516,0.395344,0.409976,
65.422379,0.395186,0.409383,
65.436203,0.395091,0.409003,
65.450020,0.394713,0.408784,
65.463890,0.394096,0.408099,
65.477715,0.393164,0.407314,
65.491539,0.392897,0.407675,
65.505394,0.392720,0.407795,
65.519218,0.392777,0.407605,
65.533051,0.393211,0.407847,
65.546906,0.394099,0.408231,
65.560738,0.393926,0.407565,
65.574554,0.393259,0.406633,
65.588402,0.393089,0.406565,
65.602249,0.392681,0.406179,
65.616066,0.391554,0.405380,
65.629913,0.390785,0.405399,
65.643753,0.391953,0.406321,
65.657578,0.392616,0.406085,
65.671417,0.392293,0.405428,
65.685265,0.391667,0.405249,
65.699081,0.392386,0.404959,
65.712929,0.391973,0.403986,
65.726768,0.390359,0.403415,
65.740601,0.389193,0.403393,
65.754448,0.390076,0.403417,
65.768280,0.390768,0.403382,
65.782089,0.390519,0.403507,
65.795952,0.390305,0.402971,
65.809784,0.390841,0.402112,
65.823608,0.390683,0.401697,
65.837463,0.389092,0.401116,
65.851288,0.388039,0.400210,
65.865112,0.388189,0.400086,
65.878975,0.388710,0.400806,
65.892792,0.388731,0.400596,
65.906631,0.388826,0.399624,
65.920479,0.388970,0.399328,
65.934288,0.388561,0.398899,
65.948158,0.387467,0.397758,
65.961990,0.386769,0.396765,
65.975800,0.386159,0.396975,
65.989662,0.386163,0.397039,
66.003510,0.386432,0.396460,
66.017319,0.387205,0.396213,
66.031174,0.386999,0.395886,
66.045013,0.386149,0.394854,
66.058823,0.385539,0.393738,
66.072685,0.384892,0.393315,
66.086525,0.384092,0.393083,
66.100334,0.383191,0.392258,
66.114189,0.384064,0.392197,
66.128021,0.385034,0.392385,
66.141846,0.384798,0.391640,
66.155701,0.383387,0.390016,
66.169533,0.382311,0.388927,
66.183350,0.382423,0.388973,
66.197220,0.381850,0.388327,
66.211044,0.380803,0.387457,
66.224861,0.380651,0.387287,
66.238724,0.381712,0.387397,
66.252548,0.382541,0.386796,
66.266380,0.381623,0.385480,
66.280235,0.379917,0.384421,
66.294060,0.378803,0.383811,
66.307884,0.378765,0.383402,
66.321732,0.378853,0.382797,
66.335579,0.378774,0.382646,
66.349396,0.378711,0.382491,
66.363243,0.378883,0.381702,
66.377083,0.378567,0.380524,
66.390907,0.377842,0.379553,
66.404747,0.376559,0.379107,
66.418594,0.375909,0.378652,
66.432411,0.375848,0.378098,
66.446259,0.376125,0.377627,
66.460098,0.376638,0.377804,
66.473923,0.376708,0.377560,
66.487770,0.376250,0.376507,
66.501602,0.375138,0.375150,
66.515419,0.374103,0.374393,
66.529274,0.373364,0.374601,
66.543106,0.373571,0.374700,
66.556946,0.374112,0.374399,
66.570793,0.374751,0.373977,
66.584610,0.374912,0.373901,
66.598457,0.373902,0.373282,
66.612305,0.372581,0.372342,
66.626122,0.371869,0.371699,
66.639969,0.372046,0.371780,
66.653809,0.372664,0.372310,
66.667633,0.372901,0.372585,
66.681480,0.372830,0.372380,
66.695320,0.372624,0.371968,
66.709129,0.372191,0.371775,
66.722984,0.372075,0.372170,
66.736832,0.371703,0.372675,
66.750641,0.371309,0.372863,
66.764503,0.371063,0.372640,
66.778336,0.371200,0.372666,
66.792145,0.371804,0.373239,
66.806015,0.372588,0.373715,
66.819855,0.372371,0.373351,
66.833664,0.371341,0.372655,
66.847519,0.370468,0.372475,
66.861343,0.370259,0.373149,
66.875175,0.370761,0.374034,
66.889030,0.371789,0.374656,
66.902863,0.372699,0.375138,
66.916679,0.372660,0.375274,
66.930542,0.371838,0.375172,
66.944374,0.370638,0.375120,
66.958191,0.370160,0.375196,
66.972046,0.370338,0.375421,
66.985878,0.371174,0.375772,
66.999702,0.372040,0.376015,
67.013565,0.372506,0.376328,
67.027390,0.372096,0.375856,
67.041206,0.371158,0.374747,
67.055054,0.370350,0.373848,
67.068901,0.370135,0.373554,
67.082726,0.370786,0.374332,
67.096573,0.371746,0.375040,
67.110405,0.372603,0.375191,
67.124237,0.372855,0.374900,
67.138077,0.372540,0.374436,
67.151909,0.371531,0.374302,
67.165741,0.370796,0.374395,
67.179588,0.370628,0.374675,
67.193413,0.371406,0.375185,
67.207260,0.372474,0.375566,
67.221100,0.373814,0.376166,
67.234917,0.374027,0.376385,
67.248764,0.373163,0.375952,
67.262604,0.371754,0.375272,
67.276436,0.371315,0.375365,
67.290283,0.372309,0.376562,
67.304115,0.373785,0.377617,
67.317940,0.374707,0.377933,
67.331787,0.374965,0.377850,
67.345634,0.374192,0.377507,
67.359451,0.373536,0.377848,
67.373299,0.373556,0.378227,
67.387138,0.373903,0.378590,
67.400963,0.374308,0.378990,
67.414810,0.374737,0.379630,
67.428650,0.375165,0.380646,
67.442459,0.375759,0.380856,
67.456314,0.376065,0.380687,
67.470161,0.375487,0.380366,
67.483971,0.374810,0.380934,
67.497826,0.374499,0.381921,
67.511665,0.375038,0.382328,
67.525475,0.376423,0.382710,
67.539345,0.377492,0.383526,
67.553177,0.377709,0.384150,
67.566986,0.376625,0.383912,
67.580849,0.375636,0.383255,
67.594696,0.375416,0.383585,
67.608505,0.376359,0.384982,
67.622360,0.377275,0.386056,
67.636185,0.378000,0.386107,
67.650009,0.378381,0.386048,
67.663872,0.377971,0.386343,
67.677704,0.377250,0.386364,
67.691521,0.376574,0.386368,
67.705376,0.376920,0.386591,
67.719208,0.377425,0.387509,
