"Piezo Voltage (V)","Fine In 1 (V)","Fine In 2 (V)",
66.787033,0.363655,0.375755,
66.796089,0.364427,0.375644,
66.805191,0.364890,0.376178,
66.814270,0.364241,0.375998,
66.823341,0.363161,0.375439,
66.832413,0.363121,0.375351,
66.841507,0.364647,0.376576,
66.850578,0.364772,0.376841,
66.859665,0.364204,0.376495,
66.868729,0.363993,0.376449,
66.877815,0.365212,0.377241,
66.886894,0.365832,0.377172,
66.895981,0.365147,0.376446,
66.905037,0.364497,0.376184,
66.914131,0.364641,0.376147,
66.923210,0.364588,0.375582,
66.932289,0.363762,0.374904,
66.941353,0.363047,0.374907,
66.950447,0.362959,0.374842,
66.959526,0.363089,0.374819,
66.968605,0.363157,0.375252,
66.977669,0.363425,0.375934,
66.986763,0.363732,0.375866,
66.995842,0.364121,0.375769,
67.004921,0.364336,0.376373,
67.013985,0.364513,0.376230,
67.023079,0.364161,0.375259,
67.032158,0.363797,0.374985,
67.041237,0.363425,0.375022,
67.050285,0.363178,0.374345,
67.059395,0.362485,0.373654,
67.068474,0.361945,0.373967,
67.077545,0.362205,0.374403,
67.086617,0.362671,0.374319,
67.095711,0.362497,0.374533,
67.104782,0.362385,0.375189,
67.113861,0.363298,0.375164,
67.122932,0.363774,0.374907,
67.132019,0.363239,0.374930,
67.141098,0.362513,0.374529,
67.150185,0.362790,0.373832,
67.159233,0.363010,0.373641,
67.168335,0.361819,0.373498,
67.177414,0.360744,0.372769,
67.186493,0.361222,0.372638,
67.195549,0.361937,0.373656,
67.204651,0.361475,0.373847,
67.213730,0.361109,0.373444,
67.222809,0.362234,0.374032,
67.231865,0.363089,0.374733,
67.240967,0.362624,0.374172,
67.250046,0.361981,0.373357,
67.259125,0.362279,0.373584,
67.268181,0.362084,0.373202,
67.277283,0.361136,0.372270,
67.286362,0.360497,0.371777,
67.295441,0.360379,0.372300,
67.304489,0.360377,0.372211,
67.313599,0.360345,0.372251,
67.322678,0.360935,0.373005,
67.331749,0.360997,0.373271,
67.340813,0.361291,0.372991,
67.349915,0.361486,0.373019,
67.358986,0.361822,0.373229,
67.368065,0.361364,0.372606,
67.377129,0.360693,0.371668,
67.386223,0.360521,0.371735,
67.395302,0.360391,0.371657,
67.404381,0.359754,0.371146,
67.413437,0.358953,0.370647,
67.422539,0.359155,0.371450,
67.431618,0.360280,0.372285,
67.440697,0.360250,0.372004,
67.449753,0.359946,0.371816,
67.458855,0.360236,0.372290,
67.467934,0.361117,0.372339,
67.477013,0.361060,0.371572,
67.486069,0.359899,0.370997,
67.495171,0.358933,0.370702,
67.504250,0.359091,0.370411,
67.513329,0.359318,0.369964,
67.522385,0.358857,0.370169,
67.531471,0.358110,0.370636,
67.540565,0.358063,0.370648,
67.549644,0.359175,0.370821,
67.558693,0.359986,0.371132,
67.567802,0.359982,0.371549,
67.576881,0.359398,0.371051,
67.585945,0.359141,0.370243,
67.595016,0.359222,0.369876,
67.604118,0.359183,0.370008,
67.613182,0.358438,0.369705,
67.622261,0.357633,0.368965,
67.631332,0.357391,0.368744,
67.640419,0.357548,0.369343,
67.649498,0.358021,0.370146,
67.658577,0.358242,0.370295,
67.667641,0.358525,0.370018,
67.676735,0.358907,0.370042,
67.685814,0.358949,0.370201,
67.694893,0.358726,0.370041,
67.703957,0.358356,0.369222,
67.713051,0.358031,0.368642,
67.722130,0.357594,0.368490,
67.731209,0.357280,0.368574,
67.740273,0.356682,0.368284,
67.749367,0.356319,0.368114,
67.758446,0.356735,0.368460,
67.767525,0.357609,0.369309,
67.776588,0.358222,0.369698,
67.785675,0.358387,0.369463,
67.794762,0.357539,0.368637,
67.803841,0.357177,0.368278,
67.812897,0.357179,0.368272,
67.821999,0.357476,0.368234,
67.831078,0.357191,0.367638,
67.840149,0.356534,0.367015,
67.849220,0.355500,0.366750,
67.858315,0.354962,0.367184,
67.867386,0.355264,0.367716,
