Sweep Expansion, 1   Oven Set at 50   Locked on second Doppler free far left adbs
P,0.001
I,0.003
D,0.0
All,1.0
t (s), Frequency Drift (GHz), Active Current (mA) 
2.151, 0.013083220397728546, 166.6403953871499
17.47, 0.02055934633928772, 166.63196046128502
32.806, 0.021493862081982614, 166.6403953871499
48.146, 0.0056070944561693765, 166.63196046128502
63.477, 0.0056070944561693765, 166.63196046128502
78.808, 0.0056070944561693765, 166.6403953871499
94.125, 0.01214870465503365, 166.66570016474464
109.583, 0.0028035472280846883, 166.69100494233936
124.921, 0.01682128336850813, 166.65726523887975
140.244, 0.003738062970779585, 166.66570016474464
155.605, 0.004672578713474481, 166.64883031301483
171.02, 0.003738062970779585, 166.6403953871499
186.352, 0.0018690314853897925, 166.65726523887975
201.69, 0.0018690314853897925, 166.64883031301483
217.012, 0.02055934633928772, 166.66570016474464
232.328, 0.014017736140423443, 166.6403953871499
247.652, 0.011214188912338753, 166.6066556836903
262.974, 0.018690314853897924, 166.67413509060955
278.323, 0.015886767625813234, 166.68257001647447
293.799, 0.015886767625813234, 166.65726523887975
309.147, 0.0018690314853897925, 166.67413509060958
324.464, 0.01495225188311834, 166.6403953871499
339.79, 0.013083220397728546, 166.66570016474464
355.113, 0.00747612594155917, 166.65726523887975
370.438, 0.013083220397728546, 166.66570016474464
385.781, 0.01214870465503365, 166.64883031301483
401.108, 0.01775579911120303, 166.65726523887975
416.44, 0.011214188912338753, 166.64883031301483
431.861, 0.01214870465503365, 166.65726523887975
447.196, 0.013083220397728546, 166.67413509060958
462.516, 0.025231925052762196, 166.65726523887975
477.85, 0.01962483059659282, 166.66570016474464
493.176, 0.018690314853897924, 166.66570016474464
508.511, 0.022428377824677506, 166.66570016474464
523.848, 0.01495225188311834, 166.68257001647447
539.176, 0.01214870465503365, 166.69100494233936
554.508, 0.013083220397728546, 166.6403953871499
569.868, 0.01495225188311834, 166.66570016474464
585.196, 0.013083220397728546, 166.68257001647447
600.565, 0.01682128336850813, 166.69100494233936
615.889, 0.01682128336850813, 166.66570016474464
631.233, 0.02055934633928772, 166.7078747940692
646.553, 0.021493862081982614, 166.64883031301483
661.873, 0.011214188912338753, 166.68257001647447
677.198, 0.0242974093100673, 166.69100494233936
692.536, 0.02055934633928772, 166.67413509060958
707.873, 0.021493862081982614, 166.69943986820428
723.199, 0.02710095653815199, 166.67413509060955
738.523, 0.02616644079545709, 166.67413509060958
753.853, 0.01682128336850813, 166.66570016474464
769.196, 0.018690314853897924, 166.66570016474464
784.532, 0.01495225188311834, 166.6403953871499
799.858, 0.01962483059659282, 166.66570016474464
815.182, 0.022428377824677506, 166.68257001647447
830.51, 0.02055934633928772, 166.69100494233936
845.872, 0.018690314853897924, 166.68257001647447
861.194, 0.015886767625813234, 166.67413509060955
876.529, 0.01775579911120303, 166.65726523887975
891.862, 0.02055934633928772, 166.67413509060955
907.193, 0.018690314853897924, 166.66570016474464
922.519, 0.006541610198864273, 166.68257001647447
937.843, 0.00747612594155917, 166.66570016474464
953.17, 0.01775579911120303, 166.66570016474464
968.497, 0.011214188912338753, 166.69943986820425
983.94, 0.01775579911120303, 166.67413509060958
999.266, 0.008410641684254065, 166.67413509060955
1014.595, 0.006541610198864273, 166.69943986820428
1029.956, 0.0242974093100673, 166.66570016474464
1045.283, 0.02055934633928772, 166.68257001647447
1060.612, 0.01027967316964386, 166.66570016474464
1075.931, 0.018690314853897924, 166.68257001647447
1091.257, 0.0242974093100673, 166.67413509060958
1106.595, 0.021493862081982614, 166.69943986820428
1121.927, 0.01962483059659282, 166.69100494233936
1137.26, 0.021493862081982614, 166.65726523887975
1152.704, 0.023362893567372405, 166.69943986820428
1168.028, 0.022428377824677506, 166.66570016474464
1183.365, 0.01775579911120303, 166.65726523887975
1198.689, 0.021493862081982614, 166.72474464579898
1214.048, 0.02055934633928772, 166.67413509060955
1229.376, 0.02055934633928772, 166.69100494233936
1244.712, 0.0242974093100673, 166.69100494233936
1260.169, 0.01682128336850813, 166.69943986820428
1275.497, 0.01682128336850813, 166.69943986820428
1290.823, 0.01682128336850813, 166.69943986820428
1306.148, 0.01495225188311834, 166.69943986820428
1321.506, 0.01495225188311834, 166.68257001647447
1336.834, 0.022428377824677506, 166.69943986820428
1352.269, 0.02055934633928772, 166.7078747940692
1367.613, 0.023362893567372405, 166.69100494233936
1382.93, 0.01775579911120303, 166.724744645799
1398.248, 0.018690314853897924, 166.69943986820428
1413.706, 0.022428377824677506, 166.69943986820428
1429.143, 0.02710095653815199, 166.68257001647447
1444.504, 0.022428377824677506, 166.7078747940692
1459.836, 0.02055934633928772, 166.7078747940692
1475.153, 0.022428377824677506, 166.72474464579898
1490.532, 0.022428377824677506, 166.69943986820428
1505.877, 0.022428377824677506, 166.69100494233936
1521.202, 0.02616644079545709, 166.69943986820428
1536.533, 0.025231925052762196, 166.69100494233936
1551.854, 0.021493862081982614, 166.724744645799
1567.177, 0.0242974093100673, 166.7078747940692
1582.507, 0.02896998802354178, 166.72474464579898
1597.83, 0.025231925052762196, 166.69943986820428
1613.202, 0.028035472280846886, 166.69943986820428
1628.628, 0.02896998802354178, 166.69943986820428
1643.959, 0.03364256673701626, 166.72474464579898
1659.289, 0.030839019508931576, 166.7078747940692
1674.617, 0.02710095653815199, 166.73317957166392
1689.965, 0.036446113965100946, 166.74161449752881
1705.292, 0.03270805099432137, 166.72474464579898
1720.627, 0.043922239906660124, 166.7078747940692
1735.948, 0.02896998802354178, 166.7163097199341
1751.283, 0.02710095653815199, 166.72474464579898
1766.659, 0.028035472280846886, 166.724744645799
1781.976, 0.030839019508931576, 166.69100494233936
1797.302, 0.02616644079545709, 166.73317957166392
1812.633, 0.028035472280846886, 166.69943986820428
1827.968, 0.030839019508931576, 166.724744645799
1843.287, 0.03364256673701626, 166.69100494233936
1858.615, 0.021493862081982614, 166.7078747940692
1873.941, 0.022428377824677506, 166.69943986820428
1889.258, 0.01962483059659282, 166.69943986820428
1904.603, 0.021493862081982614, 166.7163097199341
1919.933, 0.02710095653815199, 166.7163097199341
1935.297, 0.02055934633928772, 166.724744645799
1950.62, 0.0242974093100673, 166.7500494233937
1965.967, 0.02896998802354178, 166.72474464579898
1981.294, 0.02990450376623668, 166.72474464579898
1996.616, 0.02990450376623668, 166.69100494233936
2011.943, 0.023362893567372405, 166.7078747940692
2027.265, 0.02896998802354178, 166.73317957166392
2042.597, 0.01682128336850813, 166.75004942339373
2057.932, 0.025231925052762196, 166.69100494233936
2073.258, 0.02616644079545709, 166.72474464579898
2088.575, 0.022428377824677506, 166.69943986820428
2103.905, 0.0242974093100673, 166.7078747940692
2119.25, 0.02710095653815199, 166.7078747940692
2134.581, 0.03270805099432137, 166.75848434925865
2149.902, 0.02990450376623668, 166.7163097199341
2165.221, 0.023362893567372405, 166.74161449752881
2180.636, 0.0242974093100673, 166.72474464579898
2195.962, 0.02896998802354178, 166.69943986820428
2211.281, 0.028035472280846886, 166.74161449752881
2226.605, 0.02896998802354178, 166.72474464579898
2241.958, 0.03270805099432137, 166.7163097199341
2257.283, 0.023362893567372405, 166.7163097199341
2272.611, 0.030839019508931576, 166.724744645799
2287.938, 0.02710095653815199, 166.74161449752881
2303.264, 0.025231925052762196, 166.7331795716639
2318.598, 0.021493862081982614, 166.7163097199341
2333.925, 0.023362893567372405, 166.73317957166392
2349.264, 0.025231925052762196, 166.74161449752881
2364.592, 0.022428377824677506, 166.7078747940692
2379.963, 0.022428377824677506, 166.724744645799
2395.35, 0.025231925052762196, 166.7078747940692
2410.679, 0.028035472280846886, 166.7078747940692
2426.043, 0.03270805099432137, 166.72474464579898
2441.364, 0.021493862081982614, 166.7163097199341
2456.685, 0.02616644079545709, 166.7163097199341
2472.067, 0.02710095653815199, 166.74161449752881
2487.419, 0.02896998802354178, 166.7078747940692
2502.743, 0.023362893567372405, 166.724744645799
2518.073, 0.023362893567372405, 166.73317957166392
2533.398, 0.02616644079545709, 166.69100494233936
2548.732, 0.02710095653815199, 166.7078747940692
2564.066, 0.0242974093100673, 166.73317957166392
2579.384, 0.02616644079545709, 166.7078747940692
2594.714, 0.01962483059659282, 166.7500494233937
2610.037, 0.02616644079545709, 166.73317957166392
2625.407, 0.02616644079545709, 166.75004942339373
2640.744, 0.025231925052762196, 166.7163097199341
2656.078, 0.022428377824677506, 166.7078747940692
2671.399, 0.01962483059659282, 166.72474464579898
2686.844, 0.025231925052762196, 166.74161449752881
2702.179, 0.02710095653815199, 166.73317957166392
2717.498, 0.023362893567372405, 166.75848434925865
2732.863, 0.0242974093100673, 166.74161449752881
2748.182, 0.021493862081982614, 166.724744645799
