0.211,1253
3.405,1240
6.599,1242
9.803,1246
13.006,1264
16.211,1271
19.405,1269
22.6,1267
25.805,1267
29,1259
32.205,1264
35.419,1264
38.631,1266
41.835,1266
45.029,1275
48.222,1260
51.425,1269
54.62,1255
57.815,1268
61.009,1266
64.202,1248
67.395,1267
70.598,1258
73.793,1264
76.996,1255
80.198,1254
83.404,1264
86.597,1256
89.795,1242
92.989,1251
96.184,1257
99.391,1245
102.584,1262
105.778,1253
108.992,1241
112.186,1246
115.382,1252
118.577,1256
121.772,1257
124.968,1252
128.173,1255
131.368,1241
134.571,1258
137.766,1236
140.958,1246
144.153,1245
147.347,1233
150.561,1235
153.754,1249
156.948,1246
160.142,1237
163.336,1241
166.529,1227
169.722,1247
172.915,1236
176.109,1234
179.312,1241
182.516,1237
185.709,1227
188.903,1251
192.097,1243
195.298,1251
198.501,1226
201.696,1244
204.94,1239
208.136,1223
211.341,1241
214.537,1241
217.739,1238
220.934,1239
224.126,1246
227.327,1229
230.521,1223
233.715,1238
236.919,1240
240.113,1233
243.306,1235
246.499,1227
249.702,1242
252.896,1243
256.1,1225
259.303,1246
262.496,1238
265.699,1238
268.902,1239
272.116,1238
275.321,1234
278.517,1227
281.711,1244
284.905,1223
288.099,1241
291.303,1241
294.496,1238
297.699,1234
300.903,1236
304.096,1235
307.289,1235
310.494,1236
313.687,1241
316.881,1237
320.076,1246
323.268,1241
326.461,1234
329.664,1248
332.869,1239
336.062,1245
339.256,1229
342.45,1223
345.643,1236
348.847,1243
352.051,1230
355.265,1242
358.479,1242
361.673,1236
364.878,1237
368.074,1231
371.267,1217
374.473,1215
377.676,1230
380.871,1216
384.076,1233
387.281,1239
390.477,1239
393.679,1239
396.873,1238
400.075,1227
403.279,1229
406.483,1239
409.677,1241
412.872,1238
416.065,1240
419.27,1240
422.463,1241
425.657,1232
428.871,1224
432.065,1225
435.259,1228
438.463,1240
441.67,1233
444.923,1233
448.116,1229
451.33,1233
454.526,1234
457.719,1239
460.933,1239
464.148,1230
467.341,1245
470.545,1240
473.749,1240
476.943,1236
480.136,1239
483.33,1237
486.535,1230
489.732,1237
492.935,1243
496.129,1235
499.33,1236
1039.518,1231
1042.709,1234
1053.877,1238
1057.07,1237
1060.282,1233
1063.485,1223
1066.678,1238
1069.871,1238
1073.065,1211
1076.257,1229
1079.45,1228
1082.65,1212
1085.843,1208
1199.783,1211
1202.976,1214
1263.417,1188
1266.62,1208
1269.834,1197
1273.039,1201
1276.233,1207
1279.426,1190
1282.63,1199
1285.824,1183
1289.027,1192
1292.22,1199
1295.416,1203
1298.608,1197
1301.801,1183
1304.993,1197
1308.194,1182
1311.395,1190
1314.589,1189
1317.784,1192
1320.986,1205
1324.18,1196
1327.382,1198
1330.575,1194
1333.772,1197
1336.975,1203
1340.178,1186
1343.379,1175
1346.573,1184
1349.778,1206
1352.982,1192
1356.195,1184
1359.399,1201
1362.601,1208
1365.802,1196
1369.006,1195
1372.199,1198
1375.402,1196
1378.595,1202
1381.788,1199
1384.981,1199
1388.174,1185
1391.366,1194
1394.559,1197
1397.761,1184
1400.964,1195
1404.167,1184
1407.362,1201
1410.562,1197
1413.754,1200
1416.958,1201
1420.16,1201
1423.364,1197
1426.567,1187
1429.769,1190
1432.972,1201
1436.164,1202
1439.358,1201
1442.551,1194
1445.745,1194
1448.938,1183
1452.13,1200
1455.333,1196
1458.534,1186
1461.737,1201
1464.989,1201
1468.183,1187
1471.381,1201
1474.575,1199
1477.779,1196
1480.973,1194
1484.176,1203
1487.378,1190
1490.58,1199
1493.793,1198
1496.997,1186
1500.194,1173
1503.397,1192
1506.605,1195
1509.813,1190
1513.019,1195
1516.228,1199
1519.432,1180
1522.633,1187
1525.841,1189
1529.055,1183
1532.265,1188
1535.473,1187
1538.674,1181
1541.876,1183
1545.073,1186
1548.266,1187
1551.465,1188
1554.678,1192
1557.885,1190
1561.088,1193
1564.282,1188
1567.49,1198
1570.695,1194
1573.899,1195
1577.091,1184
1580.286,1195
1583.494,1195
1586.699,1192
1589.905,1200
1593.113,1192
1596.322,1192
1599.533,1196
1602.735,1192
1605.929,1193
1609.127,1171
1612.334,1190
1615.53,1185
1618.733,1189
1621.924,1187
1625.126,1188
1628.328,1197
1631.53,1191
1634.732,1191
1637.935,1195
1641.126,1191
1644.319,1196
1647.522,1184
1650.713,1191
1653.916,1187
1657.109,1183
1660.313,1193
1663.505,1199
1666.717,1204
1669.919,1199
