Sweep Expansion, 1
P,0.001
I,0.003
D,0.0
All,1.0
1383.296, -0.11774898357955692, 165.79690280065898
1398.613, -0.12055253080764161, 165.8137726523888
1413.929, -0.12195430442168395, 165.80533772652387
1429.248, -0.1252251095211161, 165.8222075782537
1444.576, -0.12195430442168395, 165.81377265238876
1459.924, -0.12802865674920078, 165.8222075782537
1475.357, -0.12195430442168395, 165.81377265238876
1490.672, -0.1252251095211161, 165.79690280065898
1506.031, -0.12429059377842118, 165.79690280065898
1521.369, -0.12896317249189568, 165.81377265238876
1536.726, -0.12989768823459055, 165.80533772652387
1552.147, -0.12943043036324312, 165.80533772652387
1567.467, -0.12709414100650587, 165.80533772652387
1582.795, -0.1341030090767176, 165.78846787479404
1598.111, -0.1341030090767176, 165.8306425041186
1613.562, -0.12709414100650587, 165.81377265238876
1628.896, -0.13363575120537016, 165.80533772652387
1644.226, -0.13830832991884465, 165.80533772652387
1659.562, -0.1369065563048023, 165.80533772652387
1674.893, -0.14111187714692935, 165.8306425041186
1690.217, -0.13830832991884465, 165.81377265238876
1705.542, -0.14812074521714105, 165.79690280065898
1720.871, -0.14531719798905635, 165.8222075782537
1736.339, -0.1495225188311834, 165.8222075782537
1751.669, -0.14625171373175128, 165.80533772652387
1767.02, -0.1467189716030987, 165.8306425041186
1782.36, -0.1467189716030987, 165.80533772652387
1797.699, -0.15512961328735275, 165.8306425041186
1813.018, -0.15466235541600531, 165.79690280065898
1828.362, -0.1513915503165732, 165.84751235584844
1843.683, -0.1555968711587002, 165.81377265238876
1859.017, -0.15980219200082726, 165.8222075782537
1874.346, -0.15372783967331044, 165.8222075782537
1889.678, -0.15933493412947983, 165.8137726523888
1905.012, -0.16167122348621704, 165.8222075782537
1920.327, -0.1602694498721747, 165.8222075782537
1935.651, -0.1649420285856492, 165.85594728171333
1950.982, -0.16447477071430175, 165.80533772652387
1966.315, -0.1663438021996915, 165.8306425041186
1981.653, -0.14531719798905635, 165.8137726523888
1996.972, -0.1658765443283441, 165.83907742998352
2012.302, -0.16447477071430175, 165.84751235584844
2027.635, -0.16260573922891194, 165.8306425041186
2042.965, -0.16727831794238643, 165.8222075782537
2058.415, -0.16868009155642874, 165.83907742998352
2073.833, -0.15699864477274256, 165.83907742998352
2089.213, -0.16868009155642874, 165.78846787479404
2104.541, -0.14812074521714105, 165.8306425041186
2119.864, -0.17335267026990323, 165.8306425041186
2135.314, -0.171016380913166, 165.8222075782537
2150.779, -0.16447477071430175, 165.84751235584844
2166.11, -0.15232606605926807, 165.8306425041186
2181.452, -0.1747544438839456, 165.83907742998352
2196.778, -0.1756889596266405, 165.8222075782537
2212.116, -0.1738199281412507, 165.81377265238876
2227.433, -0.1738199281412507, 165.80533772652387
2242.753, -0.17522170175529303, 165.86438220757827
2258.072, -0.1775579911120303, 165.8222075782537
2273.392, -0.17335267026990323, 165.8222075782537
2288.705, -0.17615621749798793, 165.8222075782537
2304.035, -0.1756889596266405, 165.83907742998352
2319.372, -0.18036153834011498, 165.79690280065896
2334.696, -0.16167122348621704, 165.8222075782537
2350.025, -0.17989428046876751, 165.8306425041186
2365.357, -0.17709073324068286, 165.8222075782537
2380.7, -0.18129605408280985, 165.8306425041186
2396.031, -0.18129605408280985, 165.8306425041186
2411.36, -0.1584004183867849, 165.8306425041186
2426.688, -0.1584004183867849, 165.8306425041186
2442.005, -0.17989428046876751, 165.85594728171333
2457.452, -0.1789597647260726, 165.84751235584844
2472.776, -0.18409960131089453, 165.83907742998352
2488.109, -0.16073670774352214, 165.85594728171333
2503.43, -0.16447477071430175, 165.84751235584844
2518.743, -0.18316508556819966, 165.87281713344316
2534.185, -0.17989428046876751, 165.81377265238876
2549.509, -0.17989428046876751, 165.8306425041186
2564.829, -0.18082879621146242, 165.83907742998352
2580.196, -0.17709073324068286, 165.86438220757825
2595.532, -0.17662347536933537, 165.84751235584844
2610.852, -0.17615621749798793, 165.84751235584844
2626.175, -0.17522170175529303, 165.84751235584844
2641.619, -0.1775579911120303, 165.84751235584844
2657.014, -0.17241815452720835, 165.87281713344316
2672.347, -0.1780252489833777, 165.83907742998352
2687.668, -0.1738199281412507, 165.87281713344316
2702.989, -0.1780252489833777, 165.85594728171333
2718.321, -0.1780252489833777, 165.85594728171333
2733.65, -0.17942702259742005, 165.85594728171333
2748.978, -0.18036153834011498, 165.85594728171333
