Frequency Per second, , 
Sweep Expansion, Mean (GHz), St.Dev. (GHz)
1, 467.2578713474481, 2.3509136746368076
2, 236.2219204523121, 0.584821599609685
5, 95.57796824314684, 0.06213038919360396
