Timestamp,Instrument Wavelength,Instrument Intensity
2021-07-27T16:06:54.383,384229.2802,0.362
2021-07-27T16:07:04.393,384229.3310,0.365
2021-07-27T16:07:14.398,384229.3172,0.359
2021-07-27T16:07:24.413,384229.3178,0.353
2021-07-27T16:07:34.420,384229.3233,0.355
2021-07-27T16:07:44.423,384229.3168,0.355
2021-07-27T16:07:54.433,384229.3146,0.344
2021-07-27T16:08:04.447,384229.3128,0.348
2021-07-27T16:08:14.452,384229.3137,0.352
2021-07-27T16:08:24.453,384229.3111,0.354
2021-07-27T16:08:34.455,384229.3105,0.353
2021-07-27T16:08:44.460,384229.3110,0.359
2021-07-27T16:08:54.464,384229.3155,0.356
2021-07-27T16:09:04.468,384229.3143,0.357
2021-07-27T16:09:14.472,384229.3172,0.358
2021-07-27T16:09:24.476,384229.3164,0.355
2021-07-27T16:09:34.484,384229.3195,0.351
2021-07-27T16:09:44.484,384229.3167,0.348
2021-07-27T16:09:54.498,384229.3184,0.356
2021-07-27T16:10:04.502,384229.3189,0.352
2021-07-27T16:10:14.506,384229.3241,0.347
2021-07-27T16:10:24.508,384229.3192,0.350
2021-07-27T16:10:34.520,384229.3177,0.355
2021-07-27T16:10:44.528,384229.3173,0.362
2021-07-27T16:10:54.529,384229.3200,0.358
2021-07-27T16:11:04.530,384229.3326,0.344
2021-07-27T16:11:14.530,384229.3281,0.347
2021-07-27T16:11:24.539,384229.3388,0.337
2021-07-27T16:11:34.550,384229.3296,0.348
2021-07-27T16:11:44.564,384229.3366,0.351
2021-07-27T16:11:54.569,384229.3345,0.348
2021-07-27T16:12:04.577,384229.3416,0.342
2021-07-27T16:12:14.582,384229.3371,0.346
2021-07-27T16:12:24.597,384229.3446,0.345
2021-07-27T16:12:34.603,384229.3433,0.343
2021-07-27T16:12:44.619,384229.3316,0.352
2021-07-27T16:12:54.624,384229.3396,0.338
2021-07-27T16:13:04.627,384229.3406,0.343
2021-07-27T16:13:14.627,384229.3393,0.339
2021-07-27T16:13:24.642,384229.3416,0.349
2021-07-27T16:13:34.647,384229.3378,0.353
2021-07-27T16:13:44.662,384229.3399,0.346
2021-07-27T16:13:54.665,384229.3415,0.346
2021-07-27T16:14:04.667,384229.3393,0.339
2021-07-27T16:14:14.671,384229.3423,0.350
2021-07-27T16:14:24.673,384229.3381,0.350
2021-07-27T16:14:34.674,384229.3431,0.354
2021-07-27T16:14:44.684,384229.3467,0.352
2021-07-27T16:14:54.692,384229.3463,0.355
2021-07-27T16:15:04.696,384229.3506,0.350
2021-07-27T16:15:14.697,384229.3495,0.342
2021-07-27T16:15:24.699,384229.3460,0.354
2021-07-27T16:15:34.710,384229.3393,0.352
2021-07-27T16:15:44.719,384229.3407,0.351
2021-07-27T16:15:54.721,384229.3466,0.351
2021-07-27T16:16:04.721,384229.3425,0.351
2021-07-27T16:16:14.726,384229.3450,0.341
2021-07-27T16:16:24.739,384229.3506,0.339
2021-07-27T16:16:34.752,384229.3444,0.352
2021-07-27T16:16:44.761,384229.3548,0.340
2021-07-27T16:16:54.763,384229.3558,0.355
2021-07-27T16:17:05.208,384229.3577,0.340
2021-07-27T16:17:15.209,384229.3565,0.357
2021-07-27T16:17:25.209,384229.3549,0.341
2021-07-27T16:17:35.213,384229.3534,0.354
2021-07-27T16:17:45.223,384229.3572,0.355
