Timestamp,Instrument Wavelength,Instrument Intensity
2021-07-27T15:53:56.237,384229.2579,0.363
2021-07-27T15:54:06.248,384229.2533,0.361
2021-07-27T15:54:16.249,384229.2524,0.363
2021-07-27T15:54:26.252,384229.2400,0.366
2021-07-27T15:54:36.256,384229.2442,0.369
2021-07-27T15:54:46.267,384229.2363,0.366
2021-07-27T15:54:56.272,384229.2457,0.350
2021-07-27T15:55:06.272,384229.2543,0.343
2021-07-27T15:55:16.277,384229.2472,0.344
2021-07-27T15:55:26.293,384229.2316,0.354
2021-07-27T15:55:36.302,384229.2499,0.343
2021-07-27T15:55:46.305,384229.2414,0.348
2021-07-27T15:55:56.306,384229.2515,0.341
2021-07-27T15:56:06.320,384229.2422,0.345
2021-07-27T15:56:16.330,384229.2454,0.344
2021-07-27T15:56:26.331,384229.2436,0.342
2021-07-27T15:56:36.337,384229.2386,0.349
2021-07-27T15:56:46.351,384229.2508,0.342
2021-07-27T15:56:56.353,384229.2516,0.340
2021-07-27T15:57:06.356,384229.2453,0.342
2021-07-27T15:57:16.369,384229.2420,0.340
2021-07-27T15:57:26.371,384229.2454,0.342
2021-07-27T15:57:36.379,384229.2444,0.342
2021-07-27T15:57:46.382,384229.2392,0.347
2021-07-27T15:57:56.392,384229.2352,0.347
2021-07-27T15:58:06.395,384229.2477,0.343
2021-07-27T15:58:16.402,384229.2343,0.349
2021-07-27T15:58:26.412,384229.2447,0.344
2021-07-27T15:58:36.413,384229.2425,0.345
2021-07-27T15:58:46.428,384229.2427,0.347
2021-07-27T15:58:56.440,384229.2437,0.346
2021-07-27T15:59:06.448,384229.2418,0.345
2021-07-27T15:59:16.453,384229.2398,0.348
2021-07-27T15:59:26.455,384229.2424,0.344
2021-07-27T15:59:36.455,384229.2558,0.340
2021-07-27T15:59:46.457,384229.2519,0.346
2021-07-27T15:59:56.463,384229.2408,0.352
2021-07-27T16:00:06.472,384229.2526,0.344
2021-07-27T16:00:16.479,384229.2489,0.345
2021-07-27T16:00:26.492,384229.2445,0.348
2021-07-27T16:00:36.497,384229.2541,0.347
2021-07-27T16:00:46.499,384229.2450,0.347
2021-07-27T16:00:56.513,384229.2549,0.333
2021-07-27T16:01:06.528,384229.2503,0.331
2021-07-27T16:01:16.537,384229.2534,0.331
2021-07-27T16:01:26.543,384229.2494,0.333
2021-07-27T16:01:36.550,384229.2525,0.336
2021-07-27T16:01:46.560,384229.2618,0.332
2021-07-27T16:01:56.570,384229.2602,0.330
2021-07-27T16:02:06.572,384229.2616,0.317
2021-07-27T16:02:16.572,384229.2776,0.315
2021-07-27T16:02:26.583,384229.2834,0.315
2021-07-27T16:02:36.584,384229.2751,0.306
2021-07-27T16:02:46.591,384229.2944,0.297
2021-07-27T16:02:56.593,384229.2861,0.308
2021-07-27T16:03:06.595,384229.2800,0.313
2021-07-27T16:03:16.597,384229.2939,0.317
2021-07-27T16:03:26.599,384229.2831,0.312
2021-07-27T16:03:36.602,384229.2914,0.314
2021-07-27T16:03:46.603,384229.2816,0.323
