Timestamp,Instrument Wavelength,Instrument Intensity
2021-08-04T11:39:21.435,384228.8884,0.157
2021-08-04T11:39:21.445,384228.8782,0.165
2021-08-04T11:39:21.455,384228.8707,0.165
2021-08-04T11:39:21.465,384228.8586,0.158
2021-08-04T11:39:21.475,384228.8505,0.154
2021-08-04T11:39:21.485,384228.8393,0.158
2021-08-04T11:39:21.495,384228.8321,0.164
2021-08-04T11:39:21.505,384228.8201,0.165
2021-08-04T11:39:21.515,384228.8127,0.161
2021-08-04T11:39:21.525,384228.8001,0.155
2021-08-04T11:39:21.535,384228.7929,0.158
2021-08-04T11:39:21.545,384228.7807,0.167
2021-08-04T11:39:21.555,384228.7741,0.167
2021-08-04T11:39:21.565,384228.7795,0.168
2021-08-04T11:39:21.575,384228.7861,0.164
2021-08-04T11:39:21.585,384228.7968,0.156
2021-08-04T11:39:21.595,384228.8033,0.156
2021-08-04T11:39:21.605,384228.8155,0.162
2021-08-04T11:39:21.615,384228.8224,0.166
2021-08-04T11:39:21.625,384228.8319,0.165
2021-08-04T11:39:21.635,384228.8399,0.160
2021-08-04T11:39:21.645,384228.8492,0.154
2021-08-04T11:39:21.655,384228.8565,0.157
2021-08-04T11:39:21.665,384228.8683,0.164
2021-08-04T11:39:21.675,384228.8753,0.165
2021-08-04T11:39:21.685,384228.8862,0.160
2021-08-04T11:39:21.695,384228.8928,0.155
2021-08-04T11:39:21.705,384228.9052,0.155
2021-08-04T11:39:21.715,384228.9137,0.160
2021-08-04T11:39:21.725,384228.9230,0.165
2021-08-04T11:39:21.735,384228.9296,0.162
2021-08-04T11:39:21.745,384228.9410,0.155
2021-08-04T11:39:21.755,384228.9483,0.152
2021-08-04T11:39:21.765,384228.9622,0.159
2021-08-04T11:39:21.775,384228.9694,0.163
2021-08-04T11:39:21.785,384228.9793,0.162
2021-08-04T11:39:21.795,384228.9857,0.157
2021-08-04T11:39:21.805,384228.9981,0.153
2021-08-04T11:39:21.815,384229.0062,0.155
