Timestamp,Instrument Wavelength,Instrument Intensity
2021-07-28T12:26:37.849,384228.8204,0.316
2021-07-28T12:26:42.856,384228.8199,0.307
2021-07-28T12:26:47.858,384228.8232,0.306
2021-07-28T12:26:52.858,384228.8234,0.305
2021-07-28T12:26:57.858,384228.8228,0.301
2021-07-28T12:27:02.859,384228.8213,0.306
2021-07-28T12:27:07.865,384228.8221,0.303
2021-07-28T12:27:12.875,384228.8212,0.300
2021-07-28T12:27:17.879,384228.8219,0.301
2021-07-28T12:27:22.885,384228.8237,0.302
2021-07-28T12:27:27.897,384228.8239,0.308
2021-07-28T12:27:32.897,384228.8213,0.310
2021-07-28T12:27:37.907,384228.8220,0.312
2021-07-28T12:27:42.908,384228.8214,0.310
2021-07-28T12:27:47.908,384228.8234,0.312
2021-07-28T12:27:52.916,384228.8237,0.311
2021-07-28T12:27:57.925,384228.8253,0.310
2021-07-28T12:28:02.928,384228.8215,0.307
2021-07-28T12:28:07.937,384228.8254,0.306
2021-07-28T12:28:12.944,384228.8226,0.314
2021-07-28T12:28:17.957,384228.8268,0.310
2021-07-28T12:28:22.958,384228.8225,0.307
2021-07-28T12:28:27.967,384228.8237,0.309
2021-07-28T12:28:32.970,384228.8255,0.311
2021-07-28T12:28:37.978,384228.8269,0.315
2021-07-28T12:28:42.984,384228.8246,0.311
2021-07-28T12:28:47.984,384228.8266,0.312
2021-07-28T12:28:52.989,384228.8253,0.313
2021-07-28T12:28:57.999,384228.8257,0.321
2021-07-28T12:29:03.008,384228.8275,0.311
2021-07-28T12:29:08.008,384228.8287,0.307
2021-07-28T12:29:13.014,384228.8273,0.306
2021-07-28T12:29:18.020,384228.8304,0.315
2021-07-28T12:29:23.341,384228.8275,0.317
2021-07-28T12:29:28.424,384228.8287,0.319
2021-07-28T12:29:33.428,384228.8283,0.314
2021-07-28T12:29:38.429,384228.8289,0.318
2021-07-28T12:29:43.438,384228.8318,0.310
2021-07-28T12:29:48.438,384228.8315,0.314
2021-07-28T12:29:53.446,384228.8324,0.315
2021-07-28T12:29:58.450,384228.8313,0.313
2021-07-28T12:30:03.456,384228.8320,0.317
2021-07-28T12:30:08.686,384228.8304,0.320
2021-07-28T12:30:13.695,384228.8330,0.319
2021-07-28T12:30:18.699,384228.8338,0.321
2021-07-28T12:30:23.986,384228.8337,0.322
2021-07-28T12:30:28.987,384228.8358,0.319
2021-07-28T12:30:33.995,384228.8366,0.316
2021-07-28T12:30:39.322,384228.8334,0.319
2021-07-28T12:30:44.326,384228.8381,0.320
2021-07-28T12:30:49.486,384228.8335,0.313
2021-07-28T12:30:54.489,384228.8377,0.320
2021-07-28T12:30:59.496,384228.8374,0.321
2021-07-28T12:31:04.498,384228.8373,0.320
2021-07-28T12:31:09.512,384228.8365,0.314
2021-07-28T12:31:14.518,384228.8400,0.318
2021-07-28T12:31:19.578,384228.8397,0.314
2021-07-28T12:31:24.578,384228.8389,0.313
2021-07-28T12:31:29.586,384228.8369,0.313
2021-07-28T12:31:34.586,384228.8394,0.311
2021-07-28T12:31:39.598,384228.8381,0.309
2021-07-28T12:31:44.608,384228.8379,0.310
2021-07-28T12:31:49.614,384228.8362,0.316
2021-07-28T12:31:55.048,384228.8370,0.313
2021-07-28T12:32:00.049,384228.8383,0.319
2021-07-28T12:32:05.068,384228.8363,0.310
2021-07-28T12:32:10.068,384228.8414,0.311
2021-07-28T12:32:15.076,384228.8385,0.318
2021-07-28T12:32:20.089,384228.8397,0.316
2021-07-28T12:32:25.100,384228.8381,0.318
2021-07-28T12:32:30.108,384228.8389,0.314
2021-07-28T12:32:35.110,384228.8410,0.321
2021-07-28T12:32:40.116,384228.8433,0.315
2021-07-28T12:32:45.118,384228.8428,0.314
2021-07-28T12:32:50.124,384228.8423,0.314
2021-07-28T12:32:55.134,384228.8440,0.311
2021-07-28T12:33:00.134,384228.8437,0.318
2021-07-28T12:33:05.138,384228.8426,0.315
2021-07-28T12:33:10.202,384228.8444,0.309
2021-07-28T12:33:15.204,384228.8464,0.315
2021-07-28T12:33:20.215,384228.8454,0.315
2021-07-28T12:33:25.216,384228.8433,0.307
2021-07-28T12:33:30.221,384228.8463,0.312
2021-07-28T12:33:35.225,384228.8480,0.312
2021-07-28T12:33:40.231,384228.8457,0.312
2021-07-28T12:33:45.238,384228.8481,0.313
2021-07-28T12:33:50.442,384228.8477,0.315
2021-07-28T12:33:55.449,384228.8491,0.309
2021-07-28T12:34:00.452,384228.8482,0.310
2021-07-28T12:34:05.464,384228.8508,0.312
2021-07-28T12:34:10.469,384228.8495,0.315
2021-07-28T12:34:15.469,384228.8496,0.315
2021-07-28T12:34:20.934,384228.8492,0.315
2021-07-28T12:34:25.938,384228.8516,0.318
2021-07-28T12:34:30.942,384228.8510,0.307
2021-07-28T12:34:35.948,384228.8510,0.315
2021-07-28T12:34:40.948,384228.8502,0.309
2021-07-28T12:34:45.948,384228.8493,0.311
2021-07-28T12:34:50.948,384228.8500,0.308
2021-07-28T12:34:56.128,384228.8495,0.313
2021-07-28T12:35:01.131,384228.8494,0.316
2021-07-28T12:35:06.305,384228.8490,0.309
2021-07-28T12:35:11.313,384228.8479,0.312
2021-07-28T12:35:16.314,384228.8456,0.310
2021-07-28T12:35:21.315,384228.8488,0.311
2021-07-28T12:35:26.318,384228.8491,0.311
2021-07-28T12:35:31.325,384228.8522,0.311
2021-07-28T12:35:36.328,384228.8508,0.311
2021-07-28T12:35:41.328,384228.8520,0.311
2021-07-28T12:35:46.335,384228.8524,0.312
2021-07-28T12:35:51.471,384228.8533,0.311
2021-07-28T12:35:56.486,384228.8507,0.307
2021-07-28T12:36:01.488,384228.8540,0.313
2021-07-28T12:36:06.489,384228.8538,0.311
2021-07-28T12:36:11.496,384228.8531,0.308
2021-07-28T12:36:16.504,384228.8559,0.312
2021-07-28T12:36:21.575,384228.8523,0.308
2021-07-28T12:36:26.582,384228.8555,0.307
2021-07-28T12:36:31.583,384228.8524,0.311
2021-07-28T12:36:36.588,384228.8545,0.306
2021-07-28T12:36:41.594,384228.8541,0.305
2021-07-28T12:36:46.602,384228.8534,0.311
2021-07-28T12:36:51.604,384228.8513,0.309
2021-07-28T12:36:56.647,384228.8518,0.307
2021-07-28T12:37:01.656,384228.8503,0.304
2021-07-28T12:37:06.806,384228.8512,0.303
2021-07-28T12:37:11.808,384228.8517,0.308
2021-07-28T12:37:16.809,384228.8539,0.312
2021-07-28T12:37:21.809,384228.8526,0.309
2021-07-28T12:37:26.824,384228.8545,0.309
2021-07-28T12:37:31.828,384228.8554,0.308
2021-07-28T12:37:36.834,384228.8548,0.310
2021-07-28T12:37:42.106,384228.8567,0.307
2021-07-28T12:37:47.109,384228.8569,0.309
2021-07-28T12:37:52.112,384228.8570,0.309
2021-07-28T12:37:57.118,384228.8576,0.305
2021-07-28T12:38:02.125,384228.8541,0.309
2021-07-28T12:38:07.131,384228.8553,0.304
2021-07-28T12:38:12.138,384228.8590,0.313
2021-07-28T12:38:17.138,384228.8570,0.310
2021-07-28T12:38:22.141,384228.8569,0.307
2021-07-28T12:38:27.148,384228.8589,0.305
2021-07-28T12:38:32.148,384228.8576,0.301
2021-07-28T12:38:37.153,384228.8561,0.299
2021-07-28T12:38:42.158,384228.8578,0.308
2021-07-28T12:38:47.158,384228.8552,0.306
2021-07-28T12:38:52.561,384228.8540,0.302
2021-07-28T12:38:57.568,384228.8561,0.302
2021-07-28T12:39:02.568,384228.8556,0.300
2021-07-28T12:39:07.568,384228.8560,0.304
2021-07-28T12:39:12.578,384228.8551,0.302
2021-07-28T12:39:17.694,384228.8536,0.296
2021-07-28T12:39:22.695,384228.8541,0.293
2021-07-28T12:39:27.695,384228.8539,0.294
2021-07-28T12:39:32.698,384228.8517,0.290
2021-07-28T12:39:38.115,384228.8523,0.293
2021-07-28T12:39:43.214,384228.8532,0.291
2021-07-28T12:39:48.341,384228.8533,0.293
2021-07-28T12:39:53.348,384228.8544,0.293
2021-07-28T12:39:58.349,384228.8526,0.298
2021-07-28T12:40:03.354,384228.8517,0.296
2021-07-28T12:40:08.358,384228.8550,0.296
2021-07-28T12:40:13.358,384228.8545,0.295
2021-07-28T12:40:18.361,384228.8528,0.295
2021-07-28T12:40:23.369,384228.8508,0.295
2021-07-28T12:40:28.379,384228.8519,0.296
2021-07-28T12:40:33.379,384228.8522,0.295
2021-07-28T12:40:38.388,384228.8520,0.295
2021-07-28T12:40:43.389,384228.8534,0.297
2021-07-28T12:40:48.398,384228.8535,0.297
2021-07-28T12:40:53.398,384228.8538,0.292
2021-07-28T12:40:58.398,384228.8516,0.289
2021-07-28T12:41:03.398,384228.8528,0.291
2021-07-28T12:41:08.403,384228.8540,0.292
2021-07-28T12:41:13.408,384228.8506,0.293
2021-07-28T12:41:18.543,384228.8504,0.292
2021-07-28T12:41:23.548,384228.8492,0.288
2021-07-28T12:41:28.548,384228.8511,0.295
2021-07-28T12:41:33.548,384228.8501,0.297
2021-07-28T12:41:38.548,384228.8527,0.296
2021-07-28T12:41:43.554,384228.8464,0.284
2021-07-28T12:41:48.558,384228.8474,0.278
2021-07-28T12:41:53.564,384228.8472,0.280
2021-07-28T12:41:58.574,384228.8473,0.281
2021-07-28T12:42:03.583,384228.8488,0.277
2021-07-28T12:42:08.871,384228.8492,0.280
2021-07-28T12:42:13.886,384228.8479,0.285
2021-07-28T12:42:18.890,384228.8478,0.278
2021-07-28T12:42:23.898,384228.8490,0.284
2021-07-28T12:42:28.900,384228.8492,0.288
2021-07-28T12:42:34.358,384228.8504,0.289
2021-07-28T12:42:39.360,384228.8492,0.278
2021-07-28T12:42:44.491,384228.8470,0.280
2021-07-28T12:42:49.498,384228.8495,0.284
2021-07-28T12:42:54.800,384228.8477,0.277
2021-07-28T12:42:59.808,384228.8474,0.281
2021-07-28T12:43:04.808,384228.8488,0.291
2021-07-28T12:43:09.812,384228.8467,0.282
2021-07-28T12:43:15.256,384228.8435,0.279
2021-07-28T12:43:20.258,384228.8457,0.279
2021-07-28T12:43:25.463,384228.8453,0.279
2021-07-28T12:43:30.470,384228.8446,0.279
2021-07-28T12:43:35.484,384228.8441,0.281
2021-07-28T12:43:40.488,384228.8427,0.280
2021-07-28T12:43:45.494,384228.8432,0.283
2021-07-28T12:43:50.845,384228.8410,0.279
2021-07-28T12:43:55.855,384228.8419,0.284
2021-07-28T12:44:00.858,384228.8397,0.280
2021-07-28T12:44:05.859,384228.8411,0.281
2021-07-28T12:44:11.156,384228.8435,0.287
2021-07-28T12:44:16.164,384228.8409,0.281
2021-07-28T12:44:21.164,384228.8422,0.286
2021-07-28T12:44:26.430,384228.8415,0.282
2021-07-28T12:44:31.443,384228.8403,0.280
2021-07-28T12:44:36.448,384228.8404,0.273
2021-07-28T12:44:41.679,384228.8418,0.279
2021-07-28T12:44:46.801,384228.8410,0.280
2021-07-28T12:44:51.815,384228.8413,0.277
2021-07-28T12:44:57.026,384228.8401,0.277
2021-07-28T12:45:02.028,384228.8399,0.277
2021-07-28T12:45:07.028,384228.8430,0.287
2021-07-28T12:45:12.028,384228.8433,0.285
2021-07-28T12:45:17.035,384228.8416,0.288
2021-07-28T12:45:22.038,384228.8431,0.282
2021-07-28T12:45:27.044,384228.8429,0.279
2021-07-28T12:45:32.048,384228.8423,0.284
2021-07-28T12:45:37.048,384228.8429,0.282
2021-07-28T12:45:42.048,384228.8420,0.283
2021-07-28T12:45:47.048,384228.8410,0.282
2021-07-28T12:45:52.051,384228.8393,0.277
2021-07-28T12:45:57.058,384228.8395,0.278
2021-07-28T12:46:02.058,384228.8399,0.280
2021-07-28T12:46:07.060,384228.8403,0.281
2021-07-28T12:46:12.066,384228.8416,0.281
2021-07-28T12:46:17.074,384228.8406,0.278
2021-07-28T12:46:22.078,384228.8410,0.279
2021-07-28T12:46:27.079,384228.8416,0.275
2021-07-28T12:46:32.079,384228.8394,0.278
2021-07-28T12:46:37.094,384228.8385,0.272
2021-07-28T12:46:42.107,384228.8401,0.281
2021-07-28T12:46:47.114,384228.8382,0.277
2021-07-28T12:46:52.115,384228.8399,0.276
2021-07-28T12:46:57.291,384228.8407,0.283
2021-07-28T12:47:02.305,384228.8385,0.277
2021-07-28T12:47:07.310,384228.8388,0.278
2021-07-28T12:47:12.318,384228.8388,0.274
2021-07-28T12:47:17.319,384228.8399,0.283
2021-07-28T12:47:22.321,384228.8409,0.286
2021-07-28T12:47:27.324,384228.8407,0.286
2021-07-28T12:47:32.328,384228.8373,0.278
2021-07-28T12:47:37.334,384228.8384,0.281
2021-07-28T12:47:42.344,384228.8379,0.278
2021-07-28T12:47:47.348,384228.8379,0.285
2021-07-28T12:47:52.350,384228.8413,0.287
2021-07-28T12:47:57.359,384228.8403,0.285
2021-07-28T12:48:02.373,384228.8388,0.279
2021-07-28T12:48:07.378,384228.8388,0.283
2021-07-28T12:48:12.378,384228.8363,0.278
2021-07-28T12:48:17.385,384228.8367,0.285
2021-07-28T12:48:22.601,384228.8366,0.283
2021-07-28T12:48:27.608,384228.8354,0.279
2021-07-28T12:48:32.608,384228.8329,0.275
2021-07-28T12:48:37.608,384228.8338,0.275
2021-07-28T12:48:42.614,384228.8324,0.277
2021-07-28T12:48:47.617,384228.8345,0.280
2021-07-28T12:48:52.619,384228.8348,0.288
2021-07-28T12:48:57.628,384228.8343,0.285
2021-07-28T12:49:02.638,384228.8330,0.278
2021-07-28T12:49:07.945,384228.8330,0.278
2021-07-28T12:49:13.032,384228.8310,0.273
2021-07-28T12:49:18.039,384228.8341,0.275
2021-07-28T12:49:23.054,384228.8321,0.282
2021-07-28T12:49:28.329,384228.8336,0.282
2021-07-28T12:49:33.345,384228.8352,0.281
