Timestamp,Instrument Wavelength,Instrument Intensity
2021-07-27T14:19:41.147,384229.0606,0.339
2021-07-27T14:19:51.159,384229.0591,0.356
2021-07-27T14:20:01.164,384229.0618,0.347
2021-07-27T14:20:11.164,384229.0550,0.347
2021-07-27T14:20:21.165,384229.0605,0.341
2021-07-27T14:20:31.173,384229.0575,0.344
2021-07-27T14:20:41.189,384229.0605,0.341
2021-07-27T14:20:51.199,384229.0595,0.346
2021-07-27T14:21:01.204,384229.0691,0.343
2021-07-27T14:21:11.207,384229.0607,0.341
2021-07-27T14:21:21.209,384229.0664,0.344
2021-07-27T14:21:31.211,384229.0578,0.352
2021-07-27T14:21:41.213,384229.0669,0.343
2021-07-27T14:21:51.217,384229.0615,0.349
2021-07-27T14:22:01.218,384229.0603,0.339
2021-07-27T14:22:11.229,384229.0556,0.348
2021-07-27T14:22:21.234,384229.0537,0.345
2021-07-27T14:22:31.239,384229.0579,0.341
2021-07-27T14:22:41.250,384229.0608,0.354
2021-07-27T14:22:51.255,384229.0597,0.350
2021-07-27T14:23:01.260,384229.0567,0.353
2021-07-27T14:23:11.263,384229.0601,0.350
2021-07-27T14:23:21.273,384229.0605,0.342
2021-07-27T14:23:31.288,384229.0596,0.341
2021-07-27T14:23:41.294,384229.0563,0.347
2021-07-27T14:23:51.305,384229.0632,0.344
2021-07-27T14:24:01.308,384229.0620,0.344
2021-07-27T14:24:11.313,384229.0573,0.354
2021-07-27T14:24:21.317,384229.0595,0.339
2021-07-27T14:24:31.318,384229.0575,0.339
2021-07-27T14:24:41.320,384229.0591,0.341
2021-07-27T14:24:51.329,384229.0486,0.346
2021-07-27T14:25:01.339,384229.0544,0.342
2021-07-27T14:25:11.351,384229.0541,0.344
2021-07-27T14:25:21.357,384229.0545,0.342
2021-07-27T14:25:31.358,384229.0513,0.341
2021-07-27T14:25:41.363,384229.0540,0.340
2021-07-27T14:25:51.372,384229.0448,0.350
2021-07-27T14:26:01.373,384229.0484,0.350
2021-07-27T14:26:11.384,384229.0439,0.351
2021-07-27T14:26:21.399,384229.0597,0.344
2021-07-27T14:26:31.407,384229.0561,0.343
2021-07-27T14:26:41.409,384229.0571,0.352
2021-07-27T14:26:51.412,384229.0600,0.353
2021-07-27T14:27:01.422,384229.0535,0.351
2021-07-27T14:27:11.425,384229.0591,0.346
2021-07-27T14:27:21.439,384229.0554,0.353
2021-07-27T14:27:31.447,384229.0536,0.354
2021-07-27T14:27:41.451,384229.0562,0.346
2021-07-27T14:27:51.458,384229.0573,0.352
2021-07-27T14:28:01.463,384229.0572,0.343
2021-07-27T14:28:11.463,384229.0515,0.345
2021-07-27T14:28:21.468,384229.0557,0.349
2021-07-27T14:28:31.474,384229.0504,0.350
2021-07-27T14:28:41.475,384229.0538,0.360
2021-07-27T14:28:51.485,384229.0517,0.356
2021-07-27T14:29:01.497,384229.0572,0.350
2021-07-27T14:29:11.497,384229.0557,0.348
2021-07-27T14:29:21.499,384229.0573,0.347
2021-07-27T14:29:31.503,384229.0569,0.350
